AT4G17770
AT3G21460
AT5G66420
AT1G10650
AT5G12840
AT4G14090
AT1G23020
AT1G67510
AT5G01260
AT4G08300
AT4G22740
AT1G22160
AT2G41100
AT4G16750
AT4G38730
AT3G27350
AT1G66100
AT4G39180
AT5G16530
AT4G12300
AT2G34720
AT5G47550
AT2G41110
AT4G35030
AT5G13930
AT1G18710
AT3G04140
AT4G40010
AT5G17050
AT4G01026
AT1G55680
AT3G08800
AT4G30960
AT2G34380
AT5G65480
AT1G20450
AT1G75220
AT4G00730
AT5G15500
AT4G14520
AT2G26560
AT2G47890
AT4G24450
AT2G46330
AT5G43880
AT3G26730
AT3G24570
AT2G34060
AT5G24490
AT3G23080
AT3G04840
AT2G31730
AT1G09750
AT5G19875
AT1G17100
AT1G74520
AT2G35980
AT2G40900
AT5G17170
AT2G13100
AT5G62810
AT5G59000
AT3G28210
AT2G13360
AT1G56060
AT2G45790
AT1G19190
AT1G48480
AT3G52870
AT1G31830
AT5G21482
AT3G51895
AT1G73805
AT4G35440
AT2G19810
AT1G68220
AT2G25900
AT5G59430
AT1G35580
AT1G49500
AT1G51690
AT1G64900
AT1G23780
AT4G12130
AT5G23420
AT2G44160
AT4G12490
AT4G38470
AT3G03640
AT5G64230
AT1G27200
AT4G14200
AT3G27570
AT5G60920
AT5G25460
AT2G46080
AT4G10450
AT4G18270
AT2G37870
AT3G13275
AT2G34180
AT1G05210
AT2G38950
AT5G49660
AT5G26690
AT1G15920
AT5G08410
AT1G02660
AT2G40380
AT1G61740
AT2G02950
AT1G27210
AT5G11790
AT2G06530
AT2G43500
AT4G24350
AT1G52030
AT1G62570
AT2G33180
AT1G80440
AT4G27440
AT2G32190
AT4G27120
AT2G21830
AT3G46610
AT3G01480
AT1G22830
AT5G43400
AT5G02640
AT1G24265
AT4G38950
AT1G24070
AT4G19200
AT1G30370
AT5G58250
AT5G07560
AT1G13210
AT5G14680
AT4G32480
AT1G09590
AT2G37950
AT5G59820
AT5G14690
AT4G31870
AT5G17300
AT3G56720
AT5G25250
AT5G14550
AT1G80190
AT2G02100
AT5G16870
AT1G19397
AT3G12345
AT1G73330
AT4G12750
AT4G24700
AT3G24500
AT3G12120
AT5G57490
AT1G63220
AT5G56790
AT2G16250
AT1G69580
AT1G22900
AT5G15320
AT5G03780
AT4G00810
AT4G23470
AT5G14970
AT3G25910
AT1G07770
