AT2G14247
AT3G03820
AT1G13609
AT3G12345
AT3G21460
AT5G41761
AT2G15042
AT2G02950
AT2G03350
AT2G04030
AT2G05070
AT2G05100
AT2G05440
AT2G16580
AT2G17630
AT2G18560
AT2G19690
AT2G19780
AT2G20140
AT2G21160
AT2G21790
AT2G22330
AT2G24020
AT2G24490
AT2G25270
AT2G25810
AT2G28950
AT2G31730
AT2G32380
AT2G32700
AT2G32880
AT2G33450
AT2G34060
AT2G34430
AT2G34510
AT2G34620
AT2G35190
AT2G35650
AT2G36380
AT2G37180
AT2G37640
AT2G37950
AT2G39080
AT2G40390
AT2G40490
AT2G41240
AT2G43030
AT2G43040
AT2G43870
AT2G45470
AT2G45790
AT2G46170
AT2G46330
AT2G46810
AT2G47750
AT2G47940
AT3G04630
AT3G05730
AT3G06750
AT3G07320
AT3G08030
AT3G08660
AT3G08740
AT3G08920
AT3G09580
AT3G09630
AT3G10720
AT3G11170
AT3G11630
AT3G12610
AT3G12930
AT3G13520
AT3G13750
AT3G14740
AT3G14760
AT3G14770
AT3G14930
AT3G15356
AT3G16240
AT3G16530
AT3G02820
AT3G03850
AT3G01550
AT3G01480
AT3G02870
AT3G18050
AT3G18773
AT3G20670
AT3G21055
AT3G24570
AT3G26520
AT3G26540
AT3G27060
AT3G27160
AT3G27360
AT3G27540
AT3G28180
AT3G28580
AT3G46320
AT3G47520
AT3G48720
AT3G49260
AT3G49940
AT3G50790
AT3G51470
AT3G52360
AT3G52870
AT3G53190
AT3G53900
AT3G54210
AT3G54560
AT3G54750
AT3G55330
AT3G56060
AT3G56680
AT3G56970
AT3G56980
AT3G60290
AT3G60440
AT3G62030
AT3G62930
AT3G63110
AT4G04330
AT4G09650
AT4G10310
AT4G12420
AT4G13720
AT4G15510
AT4G16120
AT4G16390
AT4G16980
AT4G17810
AT4G18440
AT4G18480
AT4G19200
AT4G01310
AT4G03110
AT4G02580
AT4G00400
AT4G22010
AT4G22570
AT4G22930
AT4G24350
AT4G24780
AT4G24800
AT4G24930
AT4G25080
AT4G26690
AT4G28780
AT4G30620
AT4G32840
AT4G32870
AT4G33666
AT4G34220
AT4G34260
AT4G35440
AT4G36540
AT4G37540
AT4G37670
AT4G37800
AT4G38510
AT4G38840
AT4G38860
AT4G38950
AT4G39640
AT4G39950
AT5G04050
AT5G04160
AT5G04230
AT5G01530
AT5G05580
AT5G06290
AT5G06770
AT5G07560
AT5G07590
AT5G08020
AT5G08050
AT5G08280
AT5G09480
AT5G10390
AT5G18050
AT5G11420
AT5G12860
AT5G12940
AT5G13510
AT5G13630
AT5G14740
AT5G15230
AT5G15350
AT5G16030
AT5G02890
AT5G19190
AT5G20060
AT5G20150
AT5G21060
AT5G21920
AT5G21930
AT5G22340
AT5G22880
AT5G23420
AT5G25460
AT5G26200
AT5G26670
AT5G27390
AT5G35490
AT5G37850
AT5G38410
AT5G38430
AT5G39320
AT5G39530
AT5G39860
AT5G40950
AT5G42240
AT5G44020
AT5G44340
AT5G44530
AT5G45490
AT5G45680
AT5G45930
AT5G47770
AT5G47840
AT5G48220
AT5G48490
AT5G48830
AT5G49160
AT5G50850
AT5G52100
AT5G53450
AT5G54380
AT5G54600
AT5G56790
AT5G57440
AT5G57490
AT5G57700
AT5G58250
AT5G59430
AT5G59480
AT5G59870
AT5G60270
AT5G62920
AT5G63180
AT5G63310
AT5G63400
AT5G64120
AT5G64470
AT5G65010
AT5G65360
AT5G65730
AT5G66530
AT5G67260
AT5G67420
AT1G07320
AT1G07370
AT1G07610
AT1G08390
AT1G08650
AT1G09200
AT1G09750
AT1G09780
AT1G10700
AT1G12000
AT1G12030
AT1G12900
AT1G14290
AT1G15570
AT1G17140
AT1G03130
AT1G19450
AT1G20340
AT1G20950
AT1G20970
AT1G21070
AT1G21500
AT1G22690
AT1G23020
AT1G26770
AT1G01620
AT1G05210
AT1G02790
AT1G03600
AT1G04530
AT1G26945
AT1G27460
AT1G29070
AT1G29660
AT1G29920
AT1G29930
AT1G30520
AT1G32990
AT1G33340
AT1G33610
AT1G35680
AT1G47395
AT1G47400
AT1G48480
AT1G49750
AT1G51060
AT1G52230
AT1G52240
AT1G53250
AT1G53730
AT1G53840
AT1G54010
AT1G55330
AT1G56190
AT1G56430
AT1G58290
AT1G60550
AT1G60600
AT1G60950
AT1G63220
AT1G64510
AT1G65590
AT1G66100
AT1G66940
AT1G67090
AT1G68670
AT1G68890
AT1G69160
AT1G69290
AT1G69740
AT1G71720
AT1G72430
AT1G72610
AT1G72730
AT1G73110
AT1G74070
AT1G74730
AT1G74970
AT1G75690
AT1G75960
AT1G76110
AT1G76160
AT1G76240
AT1G77640
AT1G77950
AT1G80050
