AT2G17265
AT2G22080
AT2G23950
AT2G24190
AT2G27450
AT2G32070
AT2G32295
AT2G34460
AT2G37240
AT3G10760
AT3G12750
AT3G01060
AT3G57020
AT3G60530
AT4G09180
AT4G10380
AT4G12030
AT4G16060
AT4G17680
AT4G20070
AT4G34680
AT5G07700
AT5G16530
AT5G03200
AT5G20700
AT5G21482
AT5G24120
AT5G48330
AT5G52560
AT5G53030
AT5G58960
AT5G66820
AT1G06040
AT1G11700
AT1G15060
AT1G15960
AT1G16650
AT1G55540
AT1G55550
AT1G62050
AT1G68470
AT1G68600
AT1G70000
AT1G72800
AT1G77930
