AT1G19397
AT5G45275
AT2G07718
AT5G58003
AT2G43465
AT2G01820
AT2G02570
AT2G03140
AT2G03340
AT2G07696
AT2G07698
AT2G14520
AT2G14860
AT2G14910
AT2G15695
AT2G17390
AT2G17430
AT2G17650
AT2G18240
AT2G19830
AT2G20400
AT2G22080
AT2G22270
AT2G22420
AT2G22510
AT2G22910
AT2G23780
AT2G23980
AT2G25590
AT2G25940
AT2G26860
AT2G27450
AT2G28070
AT2G31280
AT2G31960
AT2G32070
AT2G32700
AT2G33310
AT2G33340
AT2G33740
AT2G34180
AT2G34380
AT2G34660
AT2G34730
AT2G35360
AT2G35510
AT2G35540
AT2G36380
AT2G37340
AT2G38070
AT2G38185
AT2G38800
AT2G38950
AT2G39580
AT2G39950
AT2G40316
AT2G41220
AT2G42290
AT2G42810
AT2G44770
AT2G44900
AT2G45380
AT2G46800
AT2G47970
AT2G48100
AT3G04670
AT3G05290
AT3G05510
AT3G05545
AT3G06170
AT3G06200
AT3G06270
AT3G07330
AT3G07660
AT3G07870
AT3G08840
AT3G08850
AT3G09320
AT3G10210
AT3G11730
AT3G11880
AT3G11960
AT3G12120
AT3G12350
AT3G13340
AT3G13990
AT3G14595
AT3G15150
AT3G16940
AT3G17000
AT3G17450
AT3G03900
AT3G02300
AT3G01100
AT3G01090
AT3G01400
AT3G18160
AT3G19290
AT3G19790
AT3G19980
AT3G19990
AT3G20120
AT3G20250
AT3G20290
AT3G20420
AT3G20620
AT3G20650
AT3G20770
AT3G21360
AT3G22270
AT3G22380
AT3G22440
AT3G23910
AT3G24150
AT3G24560
AT3G24740
AT3G24760
AT3G25910
AT3G26280
AT3G26380
AT3G26618
AT3G26730
AT3G27020
AT3G27340
AT3G27670
AT3G28690
AT3G42630
AT3G46540
AT3G46820
AT3G47680
AT3G48070
AT3G48410
AT3G48680
AT3G50430
AT3G50670
AT3G51050
AT3G51880
AT3G52250
AT3G54140
AT3G54290
AT3G56450
AT3G59000
AT3G59950
AT3G60030
AT3G60040
AT3G60590
AT3G61420
AT3G61990
AT3G62560
AT3G62800
AT3G63450
AT3G25585
AT4G03820
AT4G05420
AT4G05530
AT4G08540
AT4G08580
AT4G08980
AT4G01120
AT4G10360
AT4G10400
AT4G13400
AT4G13980
AT4G14190
AT4G14520
AT4G15020
AT4G00270
AT4G16070
AT4G16420
AT4G16830
AT4G17050
AT4G02150
AT4G17730
AT4G18530
AT4G19180
AT4G19390
AT4G02485
AT4G00450
AT4G00730
AT4G00710
AT4G02430
AT4G00690
AT4G03030
AT4G02640
AT4G22745
AT4G23050
AT4G23860
AT4G24470
AT4G25600
AT4G26640
AT4G27020
AT4G27120
AT4G27180
AT4G27610
AT4G27990
AT4G29120
AT4G29820
AT4G30630
AT4G30935
AT4G31290
AT4G31650
AT4G31860
AT4G32620
AT4G32820
AT4G32850
AT4G32910
AT4G32940
AT4G33610
AT4G34430
AT4G34540
AT4G34860
AT4G36190
AT4G38350
AT4G38440
AT4G38600
AT4G38640
AT4G38730
AT4G38980
AT4G39180
AT4G39550
AT5G04440
AT5G04670
AT5G04940
AT5G06680
AT5G06950
AT5G07840
AT5G07950
AT5G08100
AT5G08590
AT5G09540
AT5G10070
AT5G10370
AT5G11840
AT5G12930
AT5G13010
AT5G13800
AT5G14680
AT5G14960
AT5G15680
AT5G16270
AT5G16550
AT5G16610
AT5G16760
AT5G17210
AT5G02790
AT5G03100
AT5G03280
AT5G02560
AT5G03180
AT5G03200
AT5G19430
AT5G19740
AT5G19900
AT5G21020
AT5G21040
AT5G22220
AT5G23080
AT5G23410
AT5G24740
AT5G25350
AT5G27270
AT5G27860
AT5G38050
AT5G39340
AT5G39360
AT5G40440
AT5G40470
AT5G41370
AT5G41700
AT5G41870
AT5G42370
AT5G43600
AT5G44750
AT5G45310
AT5G45760
AT5G47590
AT5G47860
AT5G49530
AT5G49980
AT5G49990
AT5G52550
AT5G53140
AT5G53660
AT5G54080
AT5G54855
AT5G55530
