AT1G34060
AT1G51200
AT3G60910
AT1G36160
AT1G72610
AT5G03190
AT3G28690
AT2G47140
AT4G36190
AT5G44020
AT1G66540
AT2G20400
AT4G17390
AT4G31290
AT3G29575
AT3G09540
AT3G25430
AT1G08390
AT1G53625
AT5G07990
AT3G56970
AT4G34610
AT3G49580
AT1G35720
AT5G61290
AT2G28950
AT5G04000
AT3G21700
AT1G71480
AT1G65590
AT1G74810
AT1G01430
AT2G45760
AT3G51830
AT1G72450
AT3G47380
AT1G74950
AT4G36010
AT1G49730
AT3G54150
AT1G08650
AT4G36530
AT1G59590
AT3G50900
AT1G67440
AT1G18750
AT1G55540
AT2G37900
AT3G20050
AT3G57050
AT1G27100
AT1G72190
AT3G27340
AT3G10940
AT1G67990
AT3G51470
AT5G59220
