"","0 zero a","1 control a","2 control a","3 control a","4 control a","5 control a","6 control a","7 control a","8 control a","9 control a","10 control a","11 control a","12 control a","13 control a","0 zero b","1 control b","2 control b","3 control b","4 control b","5 control b","6 control b","7 control b","8 control b","9 control b","10 control b","11 control b","12 control b","13 control b","0 zero c","1 control c","2 control c","3 control c","4 control c","5 control c","6 control c","7 control c","8 control c","9 control c","10 control c","11 control c","12 control c","13 control c","0 zero d","1 control d","2 control d","3 control d","4 control d","5 control d","6 control d","7 control d","8 control d","9 control d","10 control d","11 control d","12 control d","13 control d","1 drought a","2 drought a","3 drought a","4 drought a","5 drought a","6 drought a","7 drought a","8 drought a","9 drought a","10 drought a","11 drought a","12 drought a","13 drought a","1 drought b","2 drought b","3 drought b","4 drought b","5 drought b","6 drought b","7 drought b","8 drought b","9 drought b","10 drought b","11 drought b","12 drought b","13 drought b","1 drought c","2 drought c","3 drought c","4 drought c","5 drought c","6 drought c","7 drought c","8 drought c","9 drought c","10 drought c","11 drought c","12 drought c","13 drought c","1 drought d","2 drought d","3 drought d","4 drought d","5 drought d","6 drought d","7 drought d","8 drought d","9 drought d","10 drought d","11 drought d","12 drought d","13 drought d"
"AT5G20280",3.73942689521025,3.78814277096489,3.7723079749584,3.8167225710013,3.6873742836114,3.76436738851123,3.81474523053467,3.75974174307527,3.80608685428888,3.80066180324495,3.73552217729654,3.76142357820354,3.75963523181343,3.75742868074314,3.75190284720543,3.76017835705439,3.77908107991957,3.73282272345275,3.74439793650862,3.76133846910067,3.72173356153682,3.77515592076381,3.73217149675476,3.81466320971009,3.70041752266204,3.79330287231614,3.71744063795941,3.78129675818566,3.75489818875382,3.7720756722191,3.77384867332643,3.71953393883837,3.72876948931099,3.8126419742613,3.81920832780139,3.77647251272663,3.82051597746522,3.73268164927859,3.64876453539571,3.7083859102572,3.75710861055239,3.80560201359801,3.72328550477764,3.77045907679315,3.76867131759657,3.80140701836572,3.72811643001223,3.77588282808705,3.81815521717118,3.8507894238183,3.82118977147602,3.76052968210989,3.70961046384912,3.77288856821078,3.73249714684889,3.62252043614518,3.80409487266678,3.79802977133958,3.73250800058618,3.7575353550288,3.7755457571882,3.78394899348595,3.78673226154441,3.83869970177424,3.87199145805208,3.78813232781506,3.8340538248285,3.83788270796202,3.89178856281447,3.77129401565166,3.88286799444075,3.82732110731676,3.67466402468386,3.79170990169423,3.84113784448068,3.81356573266963,3.84581117166484,3.81207716391822,3.84734554302324,3.86057551183602,3.87680177397827,3.95016043214344,3.77613557958948,3.8665123940878,3.79809200072864,3.82565335739921,3.80526149614748,3.81966818349646,3.79786381317811,3.84126870254334,3.83544915949225,3.84335076792763,3.87351793723839,3.85247832364239,3.90776556521937,3.76421874791166,3.77361661855789,3.81220041412647,3.80646842279411,3.79812311441661,3.84660363253541,3.80098270694525,3.807591916776,3.87599625457293,3.8140171327117,3.88045044378091,3.85323718488594,3.8312895069373
"AT1G34060",3.23851174320086,3.24053873110927,3.23314259785198,3.23880519881429,3.42689537654757,3.23506835442402,3.27569246287772,3.30531539746596,3.31710287595232,3.23512504555451,3.19500420863895,3.2133721689804,3.20997420148765,3.36174029114921,3.33855277541385,3.15444711155552,3.16506295048274,3.13041694170966,3.12686716044169,3.30317870829286,3.19078708843864,3.27251147213412,3.26905409830577,3.32099003820933,3.21685835977496,3.22819993019066,3.32168137294004,3.27646986610276,3.20949703573681,3.18406760422568,3.28646424329237,3.18847530472498,3.26070618244537,3.25665744669732,3.22890640368791,3.29797345935448,3.27077709448513,3.23634107004091,3.11765348979483,3.29972821080471,3.36305890987919,3.39882918244463,3.31184166150519,3.1767536017356,3.29276261130955,3.30793702200214,3.28752696401004,3.23122809410846,3.24250495114355,3.35078010073486,3.35302681651565,3.32918101584704,3.24446697283028,3.32978378324419,3.18059027921712,3.37987044577446,3.29350733067103,3.29294661924013,3.20366318334344,3.31807384065378,3.20973875706682,3.24184475870025,3.37366213017773,3.40640061182426,3.39297678981075,3.53498291930587,3.41232087310472,3.52087478775252,3.46343936210694,3.24497227909838,3.29279499840718,3.3458079474955,3.30306762494028,3.36162801260831,3.347353841753,3.35417002602486,3.344217778315,3.41107366438429,3.43408106727443,3.58908032179332,3.34390521759351,3.47481240581786,3.19669831118214,3.3460775345356,3.22336385236875,3.2252147648997,3.2599834888931,3.26286608159325,3.27353379273528,3.32144759743148,3.36832136561102,3.46842691882348,3.45897250626163,3.63686819070199,3.58648854558306,3.25852193974481,3.27419455760156,3.3196728434232,3.1772465038761,3.31884031087137,3.44369946894279,3.33203475758314,3.38016145559557,3.43662826729284,3.43601521651429,3.46151546305322,3.39375939695267,3.47082316316859
"AT5G53710",3.06809464933954,3.06013214383828,2.97480827997163,3.07823750029164,3.03725745248142,3.02231454330504,3.10008956210682,3.05267498559202,3.13023076231817,3.03646113363249,3.04372595313395,3.04863900967417,3.07453968797605,3.01756386146839,3.0204381947753,3.02227370185167,3.02715228175897,3.05464186688315,3.08534816827219,3.02448812564064,3.01840984824067,3.02003453204316,3.07906743525949,3.15110220984822,3.03977535582881,3.09796974033879,3.05284363085683,3.03778633088134,3.02785116206112,2.9866785144376,3.05637369808393,3.05694589062391,3.01920551349519,3.00307687052053,3.05614996110814,3.16716681901068,3.02501284322967,3.00896010825824,3.0299422412731,3.15959205241369,3.09209070500004,3.07649068691704,3.08875559555072,2.952275782853,3.04709860336655,3.04723823230305,3.08899467903805,3.07838097997436,3.12586762190514,3.15828693271959,3.17003720669312,3.12895816789138,3.14659657478756,3.05291316955543,3.06896138385854,3.03528254881457,3.06964202444459,3.01650523419787,3.0586697654063,3.05133207464472,3.07544534804419,3.04946697420735,3.04705671205029,3.19761223716772,3.048684342133,3.12730971000158,3.20032857273934,3.30478553661359,3.29204696538138,3.05819871975983,3.23476647494696,3.02715582124631,3.04970394605188,3.14970485401678,3.0345819781294,3.08916760835544,3.15501895871687,3.20404522273715,3.06114887762661,3.26745789342941,3.31696101120042,3.24989886161103,3.04999139640812,3.12693817567168,3.08692979426638,3.04630420668852,3.04297520888491,3.08673621891183,3.05356145661385,3.16817346864779,3.10237930654419,3.04642121124871,3.30017352232011,3.36096819965269,3.21404862655608,3.03213258916339,3.05050518011009,3.03726448203708,3.13328896671851,3.07927740484444,3.15030783282561,3.055428216266,3.05825760887717,3.24795788565106,3.10157780507789,3.2990907660257,3.21156984468584,3.17227948104043
"AT4G37470",3.65808577711345,3.66220549965362,3.71522347076816,3.70341082797872,3.64072503152277,3.61698103619979,3.69049531854957,3.64931654307054,3.57037792123797,3.53367547041507,3.58903236822667,3.65325496272217,3.6050557220283,3.54966917072649,3.60945949141939,3.66129355585531,3.62988114109644,3.60917578255372,3.61981207363806,3.6335590825729,3.58898441306605,3.64020443895106,3.63880369098891,3.65479067142013,3.59779335024281,3.61518085131524,3.60720009539752,3.61678112654751,3.66605211209594,3.65226849669302,3.68518889952008,3.66574521495432,3.63629979635186,3.64626636154051,3.67647052687283,3.6135905853352,3.5931864229933,3.57660678644539,3.56230348938545,3.60595651011474,3.54136615144424,3.62031661298271,3.63447710474821,3.63055690923429,3.64043583661959,3.63332657920161,3.60813503912119,3.66449421804096,3.65054630052386,3.70287913851321,3.54632652803591,3.66509710651767,3.58283295460921,3.65999303913659,3.61756884526645,3.54649940052895,3.69738463076402,3.68429137316178,3.64145354567194,3.6188024652975,3.66426664746515,3.62844699832474,3.64964994538527,3.69012651575921,3.66477863078991,3.68819155090225,3.70574572517848,3.74980240168005,3.71900815936614,3.66563153277683,3.77330012007234,3.67831984701589,3.57051150579889,3.70944504436045,3.66136197163937,3.7105254423386,3.66906079093483,3.70101668077261,3.67137263926223,3.74155327586038,3.7010499600394,3.7198953011051,3.67825223072263,3.66295741957065,3.66439181572407,3.70331115112855,3.69769599019566,3.6872958911838,3.6890083554843,3.70158232393171,3.73209550115481,3.64018129714278,3.75704458799223,3.72211623781866,3.6907411347098,3.66805102859978,3.69117679681212,3.65203898928472,3.68567108931784,3.69623869426178,3.71325590173097,3.64500988439109,3.65240618361496,3.77637775823494,3.57736839975281,3.70314500773951,3.67415553811038,3.7256539160709
"AT1G73040",3.18489279395925,3.39709102017243,3.35179791494717,3.41577218496592,3.20280635838272,3.36389995168662,3.37928824997193,3.28176500565138,3.22279683450871,3.14850302075263,3.34379154235804,3.32107232296666,3.32394645542167,3.26916783161389,3.23946678333928,3.28862285979694,3.31682202812036,3.22993855653456,3.26901967724779,3.32462341527397,3.30585381696872,3.29928276179416,3.27116418633196,3.40868469137546,3.3396790066724,3.27768725373424,3.36727320510781,3.39136905439671,3.26286006965,3.31592990128769,3.27628672260412,3.36462845819986,3.22616939496328,3.30402324665809,3.40452169463979,3.30869142338816,3.21709109381552,3.28369809280103,3.31448916865405,3.36009734624461,3.39257845826461,3.4755648365267,3.26972290105906,3.18426283595792,3.30764564174408,3.25398624170971,3.27107153287382,3.34671582928293,3.37090357693756,3.42820940424173,3.37249247898843,3.34066195823054,3.31607621314609,3.32866415755805,3.35001626856963,3.29758029007797,3.41818994794577,3.39014487524741,3.21460199730611,3.31462982665531,3.27345471932913,3.29282149640082,3.3900485474166,3.46385783024233,3.3360691103126,3.57727170923514,3.51696065989882,3.42363195171435,3.59013489719807,3.30711517860662,3.44339447483858,3.39652943371663,3.17766430195875,3.43047262380473,3.35538281334119,3.36798603709609,3.50680502426355,3.45088131527337,3.39428089929419,3.59621957898946,3.65093684521159,3.60772089829931,3.28635482286389,3.38891965645539,3.25326319925981,3.33293702831004,3.26967204104915,3.34809074937704,3.4130388845961,3.37133582005118,3.45727908647152,3.35237718288666,3.51437478862241,3.64038956005495,3.63626498942179,3.38949797925044,3.26897178571397,3.38849265040127,3.32007159507938,3.30869579135941,3.3817263586256,3.38854775505888,3.36195078986428,3.50935381046972,3.48092426757556,3.58418082918552,3.58651256487982,3.59067387097297
"AT3G22840",3.49509391442162,3.62264927905367,3.59370035864281,3.76709328782502,3.675036800967,3.65789148321671,3.79398949346541,3.54700555084349,3.49743353443273,3.58514282633115,3.4425454561053,3.61982380911542,3.59596904792852,3.3858175448517,3.56142390154728,3.62301231990068,3.5365254298435,3.60971950887704,3.71836162613835,3.51888758686242,3.72974852430992,3.62985783310023,3.47776797880418,3.53306492186964,3.53433556890388,3.70968765312004,3.50013917869161,3.58356722102107,3.70296776703277,3.74383806798219,3.49957804701013,3.74727997234406,3.74077648486523,3.62383175366171,3.65788005334905,3.60101898000129,3.60689225983437,3.56018913080792,3.47588903911794,3.63412855752504,3.67860154746489,3.47434518240384,3.43520185588707,3.8754557150556,3.61251763836523,3.68833704310051,3.59986524733885,3.72777890018093,3.56476836297317,3.74942700010976,3.55823089262759,3.6770458743419,3.57448908189632,3.57805713218154,3.54300087740243,3.57295028458583,3.59297123276828,3.75337989990246,3.58794099375522,3.59816269923846,3.65545487457816,3.75329431493838,3.79115767790889,3.63377992607442,3.74717253703546,3.72262995777516,3.81140937557819,3.81706039434127,3.84235537240736,3.714311467932,3.84620244092796,3.62160649256744,3.68347189285523,3.7874533608754,3.78340426796829,3.71065768038457,3.69325276190529,3.77111438606282,3.67198397951188,3.86443379636562,3.80284460956012,3.85517247007897,3.67612069370713,3.50798487315604,3.59118870229658,3.73629097653043,3.73474213129706,3.77206511211486,3.67976157351685,3.66569974315828,3.76031676804714,3.78708763089628,3.72502126511249,3.90743871558785,3.86756045478876,3.69339774461289,3.54052329643822,3.54798031564754,3.72592652490983,3.62838866967292,3.7454202125268,3.63061515029105,3.72769178288792,3.76692373229222,3.64625483919945,3.86237203843633,3.66799427940553,3.72513036265872
"AT3G62930",3.24134293235967,3.27307122643385,3.25838022635813,3.19683992109484,3.27333087868247,3.26871883217849,3.24630166745966,3.30778405470453,3.11126506348086,3.13218856234072,3.23351537716208,3.24646281436587,3.31985923019793,3.22640988062126,3.2632207419093,3.25086609790812,3.27612142680398,3.18211701146058,3.3378109785347,3.2202680353087,3.23399079946638,3.28806320032532,3.25700005450073,3.17049074755539,3.29222222837951,3.21059147592539,3.21526079126505,3.17782054649029,3.26705481955423,3.31529232991001,3.26370450225911,3.2850500103143,3.27560754864542,3.22811217403452,3.26931447448813,3.22178430027756,3.13211286841071,3.24167699424103,3.20188631071312,3.26070618244537,3.22423480259993,3.2243413189334,3.1863151378652,3.27699980898147,3.21878271740197,3.25167668204964,3.18344999007197,3.20433012068784,3.22096911912228,3.24749463999705,3.14039421302924,3.20936446168179,3.28859776098799,3.2611802534221,3.25439298287886,3.2943928402091,3.23976615375336,3.25608524611718,3.22763635036572,3.19320874598556,3.20607428491429,3.21483975717771,3.14820199910802,3.21507437066492,3.04041028309499,3.0772378708604,3.1515455062202,3.08501837365628,3.1318232201805,3.21009892468427,3.21752232832505,3.26438329603108,3.22718039795178,3.2886494345305,3.15112332228825,3.1843993237533,3.20765394404589,3.16076855528674,3.18607738533322,3.14189050912319,3.07833657112118,3.09132409219166,3.28091920699992,3.14938619740541,3.21118823516312,3.23438022229226,3.19927500920577,3.17811385786685,3.1877503307365,3.14562854945008,3.12726678203475,3.12317451053522,3.09015562045429,3.14144750555889,3.08497586886601,3.17962728922882,3.26974384289494,3.22352449266366,3.32102757218954,3.2157531365143,3.13883576192808,3.15882010691714,3.07650607904813,3.09967897414116,3.08999636407793,3.13051908302734,3.10756066553604,3.09359397836805
"AT4G38860",3.62498987309847,3.57709039704631,3.57257442329958,3.30912524395758,3.63002098116642,3.57586896802003,3.47185076547357,3.55874518749221,3.47858358373422,3.39962229279569,3.50512874161279,3.53391214422658,3.50487458939846,3.54537535887256,3.62482615506076,3.60688041869317,3.56284075140838,3.5359907137689,3.58484227112478,3.47766437692333,3.56918725794523,3.59231350813498,3.55202041129291,3.28394843377659,3.58446949568903,3.51884982870769,3.47038067855558,3.44681202365835,3.59225370011491,3.57404094027558,3.61746305730771,3.52625665035555,3.63274515678918,3.52218132648105,3.51230274928923,3.52150307905897,3.35800233668023,3.60333555143685,3.44974623902101,3.56199813771312,3.52550514881967,3.4662355621504,3.5823512654848,3.49137853191691,3.54786929972843,3.60202922491099,3.53791724903408,3.46062462749456,3.51748987657361,3.45111877639495,3.42776705916843,3.55683402454954,3.55477301375787,3.53242917843725,3.57647376510483,3.64499835201054,3.5326037241405,3.50168116640955,3.55503080118221,3.55957746685645,3.44820057203601,3.57468282976176,3.45769934501606,3.38023073499709,3.33486856752679,3.44149675911506,3.29648677491032,3.29541447224085,3.20576471282691,3.57892664028102,3.29910542309205,3.48563291174182,3.64893706048382,3.5363140541525,3.37995359742764,3.43442807108808,3.35873382660528,3.45115834944889,3.37130793730637,3.45705577431615,3.26487867392844,3.26309151138229,3.61166814748425,3.42810218152611,3.48864353985378,3.53116932975868,3.49266077942241,3.44359339134996,3.56530470802725,3.34269695998193,3.40918724716531,3.37075016921417,3.31215834081206,3.23027526930091,3.1879688110308,3.6099440317017,3.63678700521823,3.55214340739182,3.48466663578607,3.4968202305943,3.4314090131677,3.44568698102338,3.41209049181879,3.30909467698154,3.33118926189809,3.29234593061917,3.21108385906174,3.29307173122865
"AT2G45720",3.3302715534167,3.44838561088571,3.43582858412346,3.41496085406889,3.37023404166983,3.40364948147685,3.47854475585798,3.38290238042638,3.40661829907504,3.4029540588875,3.30638182736466,3.40229923715051,3.37091752228538,3.4093909361377,3.36932688376277,3.45044586834529,3.44273122165204,3.3989522798747,3.41913434086173,3.37981500867635,3.34103217211989,3.43554859026042,3.35817117496955,3.43035218678039,3.42368573044214,3.40525721455497,3.38203083270076,3.45927422513849,3.40068820249058,3.38439523838807,3.39443182532228,3.47991604070238,3.41214470249003,3.42724411279939,3.44757919654888,3.39589910077965,3.42799495084098,3.3786503372619,3.34794906560173,3.42948206517701,3.48177683262937,3.44572670334998,3.35426877939522,3.33654047892369,3.42598289837236,3.41245637432495,3.44796263006535,3.41733946543494,3.42984356402677,3.52959609341643,3.48017462759192,3.46226176929635,3.41424379871869,3.42658680880885,3.3834554709153,3.4156640338716,3.45646448700053,3.47750896015111,3.4102325455982,3.46943017931329,3.42753913149185,3.42937493700878,3.47122648677637,3.51964254250815,3.47465668149174,3.51433691217244,3.50836526383522,3.50563691176277,3.55821864527694,3.38511347127886,3.50141366687578,3.50653847318033,3.43071346769515,3.50407371715229,3.45152764561715,3.4519891329327,3.50749021528258,3.53351351332821,3.46495573193904,3.50592902856776,3.59568267343329,3.58640447489506,3.40971677868846,3.49551609361626,3.45922175682285,3.4555836766275,3.46313851314294,3.46570026110963,3.50798487315604,3.45738416258525,3.5033614572899,3.45317513719829,3.5041754398617,3.61080634714697,3.56696124231449,3.43834608657633,3.40608762884421,3.5051414480483,3.43955665238275,3.44012832477884,3.47389079230572,3.45412323912127,3.4210886189561,3.51432428646814,3.45420221949744,3.57532443378299,3.56227906362987,3.48959431275617
"AT2G21590",3.14269770084888,3.2156506431501,3.07092508655756,3.15259880349128,3.09547213592814,3.09149843508298,3.23243819624029,3.11971639078226,3.17830830318985,3.11027470099872,3.05995050880805,3.12085122287399,3.11385216084245,3.06464663576049,3.040952030426,3.10719740353214,3.09297358178533,3.15115255438747,3.16362431857238,3.05127986374575,3.23678342414486,3.12502284376372,3.07874815464954,3.18334994027524,3.06433794511549,3.09603915609421,3.10935387250558,3.12004996476934,3.08285754471077,3.11354215402793,3.06933096341366,3.19324817872939,3.10710196931002,3.12040668741332,3.15157797679056,3.12451673188852,3.09764618941174,3.03670904158318,3.06736680931593,3.11033651416347,3.1900032048486,3.08179125120998,3.09219390430902,3.15477113211192,3.15347623439545,3.08445550873704,3.12988470139085,3.1799011302962,3.14494695686371,3.29147242476447,3.14528942401201,3.19987803689388,3.11033818475278,3.11287191164274,3.06931033821203,3.1378789035059,3.1509544141165,3.09622642629526,3.08807882537584,3.13275285059833,3.09841787331771,3.12346424473935,3.1211347914728,3.12890704285099,3.22330206287685,3.14832404248008,3.22228524572398,3.32839129656711,3.41979504826481,3.10545012479651,3.31352594546435,3.0869603564219,3.17673605195293,3.2168180153898,3.1039709070384,3.11313704473564,3.32679618168564,3.22776879601553,3.15400794755902,3.30425986250926,3.457948815616,3.40482139616868,3.07143490282091,3.10063627040027,3.05783147456057,3.21152000754004,3.08980150523649,3.2108439211839,3.14594803702524,3.18880443029743,3.24208874491192,3.0721984319087,3.31790747730058,3.41837887599165,3.30870889519382,3.10347749722359,3.10527745987544,3.06895106865244,3.11383216241289,3.08273834974146,3.16346974927888,3.11055033387424,3.09824941860138,3.24875037422052,3.1338725476425,3.28498784693784,3.19025137536622,3.24975478191287
"AT1G32520",3.50752827191024,3.54355774723834,3.58050731907166,3.52611890437574,3.52411383815412,3.53795451144673,3.55792467766588,3.51418539642773,3.44428275632633,3.40071552315567,3.45787004008683,3.55947957655398,3.51074676450057,3.44920478348937,3.49153246180432,3.52045996555082,3.52156589314314,3.50586552994579,3.54997714277182,3.49376260152378,3.48350624970721,3.52633177898344,3.50291611624088,3.49522186055776,3.51479136395441,3.53784272132138,3.43994222375148,3.51092395311885,3.50750290093667,3.49766345617155,3.54290185581339,3.53480866123175,3.51323806233309,3.53526915474198,3.56089833625651,3.5082257988981,3.43004435758785,3.48641833921763,3.41444677507437,3.51139213259429,3.41400018939029,3.52116383573746,3.46379245259683,3.4900951437536,3.5480666554567,3.50219055215958,3.53936977044209,3.50318333736647,3.53705994780599,3.56856723807309,3.52378775152336,3.54446065693534,3.50067460086918,3.56180267872018,3.49236596339547,3.5264820245032,3.57835910411004,3.54478210478666,3.561778244484,3.57077863781918,3.52231944890936,3.56049486556273,3.5603603502528,3.60529282605961,3.49534979534793,3.59717358467203,3.5904103978398,3.61640475086212,3.58976348698498,3.51887500092064,3.61772163640245,3.59583780000781,3.5252044385628,3.60432045179459,3.53845125167214,3.55514126740767,3.5749976145589,3.61343735604277,3.4604018326294,3.63165144789731,3.66493787744175,3.64701511638426,3.53955588541694,3.55146679904719,3.56565809918951,3.51520781903582,3.55104837330157,3.57002568445779,3.58217059059184,3.57335028741435,3.58720895058861,3.45139576498001,3.63061515029105,3.62897185009709,3.57707830875683,3.53991563963485,3.55559531749085,3.56707079883509,3.54483155194588,3.56724120355462,3.56146056174932,3.56093500981591,3.53337645851403,3.59794825004376,3.47004221637435,3.56679080452202,3.58767702100983,3.56967336165733
"AT3G26580",3.7093237246797,3.72383156649532,3.73111805809481,3.69691746558603,3.71812047177048,3.7266241688997,3.75161368167096,3.72824706552355,3.71894242345703,3.68247217031919,3.67991917497906,3.75457755660378,3.73205207330029,3.77695671629376,3.69970708697514,3.70626530654784,3.69450136599048,3.67697819831226,3.67227823615396,3.75812192265074,3.67362426072006,3.7141685718787,3.74574288609766,3.7613597468471,3.71597022440073,3.72609006549102,3.73015082384196,3.7311832415722,3.70520383465087,3.701149793234,3.71870136616118,3.71869040805429,3.69915181557028,3.71646418715242,3.73699444777849,3.73959971315964,3.73642087396586,3.70597790168252,3.65286504514118,3.70323361992803,3.72491215931561,3.78939540044931,3.69754031887946,3.64123387379624,3.71456424935943,3.71839450770189,3.7104152347071,3.73237775034917,3.74679645043856,3.75411785955205,3.75287701551661,3.71631052797489,3.72531580955559,3.74733368699831,3.68401078162731,3.77579856774516,3.74790293941255,3.71022786241032,3.70233616999404,3.71779155992887,3.6981629033851,3.71626662234656,3.70379839472049,3.79193906459533,3.77048022044858,3.80196567720059,3.78663817853233,3.81151213236716,3.84056394205016,3.69271731488791,3.77247689891397,3.75750335357129,3.67774500748467,3.76993038467316,3.7417042699963,3.71293688082399,3.74351496805007,3.74636651710227,3.7682372667428,3.82403461078687,3.82379011382986,3.83253562449103,3.70895970441307,3.75577421989219,3.72003763108956,3.70204798124507,3.70820931228701,3.70431867776083,3.7040751643767,3.74311637845204,3.74275000981265,3.74935190807235,3.8080142890896,3.88280931649711,3.85113935833978,3.70204798124507,3.71302489363774,3.74237276841663,3.69313007284852,3.71232064074163,3.7530268291971,3.72156952633789,3.70865076668708,3.77370100642881,3.77999506573262,3.81934119005877,3.83376043065156,3.7942598908874
"AT4G14090",3.19121046126902,3.23054120146292,3.1326854108456,3.2455336920277,3.10273706595277,3.15857454812779,3.18286070803244,3.14868523036549,3.17550703635047,3.15411491494318,3.04028752889483,3.15170460503251,3.09720456010931,3.05465575756637,3.0836627041564,3.15571038040325,3.23589398623099,3.10047480274007,3.11632982015731,3.11958360355555,3.20961088373123,3.12718092226888,3.12138680566667,3.09259986273392,3.21432378404993,3.23797970271119,3.08927440728547,3.18931379395771,3.19382535074102,3.27586227635012,3.19019605442605,3.1251749734099,3.11145203708963,3.12803268919221,3.11880655330315,3.14509210762877,3.10756401314759,3.13117953212977,3.10947757511381,3.12633856517659,3.07400184380139,3.09013359668377,3.08951848944162,3.16637641999742,3.05056960786598,3.15865532865849,3.10596631994733,3.18149379095191,3.12038677963621,3.14631307906953,3.10848431166197,3.15810593183264,3.08201615822979,3.10731124662749,3.05662514396925,3.13006103804534,3.17522277719825,3.2647615999573,3.10710531798609,3.2286432481118,3.13342049851874,3.1052389008083,3.22713263784158,3.16679095152826,3.35922596684613,3.37648487841734,3.3918226996645,3.41720442209194,3.35038409009432,3.14892759855884,3.18336899791432,3.08774965445857,3.12596512804368,3.08809070127322,3.20703384891224,3.17076472612554,3.36382988359298,3.19805719289619,3.43538856936616,3.18865728247097,3.2718349991735,3.31749365567397,3.22088401673998,3.12657480512198,3.14551442959617,3.22863555278197,3.12461929177544,3.23756830703506,3.0689252803145,3.17100661716776,3.2291941270705,3.28749741351541,3.29634286825646,3.13196146863532,3.41510963222758,3.11977946043373,3.12695964470422,3.14271403609962,3.16728566270866,3.13256039223368,3.10168873119859,3.1194607644886,3.13235968180527,3.22740223063906,3.19574286781044,3.23780078294801,3.38707298009108,3.42353783411667
"AT5G10390",3.40548868953477,3.42607685660082,3.31187507590499,3.41148048136268,3.41506905788769,3.38761068951205,3.34824658546038,3.3751645753684,3.4368547636265,3.32836257135524,3.48313214861838,3.37141946505247,3.39445926472204,3.39356721698157,3.40016901152776,3.41885108789256,3.46093910285961,3.53074497464675,3.40378579954796,3.36165608306275,3.51496805654996,3.42862481701221,3.32544398314568,3.35270203626673,3.42827641439251,3.34227027440455,3.37939916252558,3.38595555821035,3.37101513594597,3.4370945445223,3.3880103948449,3.49678189044625,3.39106654495127,3.37717928973664,3.3327222531233,3.31246188094915,3.28888858510706,3.38259809025116,3.44073963061495,3.53866231448749,3.54651174777155,3.36738504518391,3.37749860674013,3.50224148084403,3.34481429717322,3.40947240367507,3.43103453035161,3.38378722345805,3.35749570322523,3.38676956839201,3.42425028608405,3.43047262380473,3.50556069765035,3.3162949289462,3.47932111490389,3.47025051019039,3.37192123324425,3.39294932220024,3.39117655572527,3.43486837884537,3.45118473088181,3.43338680915774,3.38108952329508,3.33469697983156,3.31386401720767,3.20587885572133,3.27941334895388,3.23835887809154,3.17184571271244,3.36776244144438,3.31895741479523,3.3946787611343,3.50008817573822,3.43855900692367,3.36567854125226,3.4372144200272,3.38616255349614,3.41871618597736,3.21761693448212,3.33144726226376,3.27540939599834,3.19959539904894,3.38558289183719,3.33661188497698,3.39650203366267,3.35826965484756,3.41728544961462,3.44978584974098,3.42442498473345,3.38153256893404,3.35404304747234,3.29670554426177,3.30724489777414,3.2674339219248,3.27510093885321,3.40858959355693,3.4028176622001,3.41864873028911,3.51920219972755,3.36016759584855,3.35169899229389,3.36984333588895,3.49042893452058,3.24365384973105,3.24864716281902,3.36148765214307,3.17728797016263,3.24471051601757
"AT3G20670",3.38748662050933,3.34671582928293,3.33034327041723,3.39260593293688,3.43528187890846,3.41339098604213,3.34577956698165,3.39778927398882,3.42944189304613,3.29652642013983,3.47114843294186,3.39110779997458,3.35213702684427,3.44359339134996,3.40959459635603,3.41654252692803,3.42094045613708,3.4957335316628,3.38120029746086,3.42575468862414,3.47657610776036,3.36172625680946,3.42294609715383,3.34756644989122,3.42992388480479,3.40563844767483,3.41573162925564,3.36315705669115,3.37957937724114,3.42603658953791,3.41381068702498,3.54562247609296,3.43049938622259,3.38796905115239,3.34739636588726,3.33873816505317,3.30644453399287,3.41004254766206,3.4828998991412,3.5659383133999,3.54883115400482,3.41976808653798,3.44140379982117,3.44201456555989,3.33019983285091,3.40844014146164,3.41809547464412,3.34899719619385,3.34755227699006,3.38144950823982,3.40464430733592,3.40622371674388,3.48920893979866,3.34404729904339,3.51494281607547,3.55716498397718,3.37246461858944,3.40040130426606,3.40994753930989,3.47264373006415,3.37421877381338,3.36101032439049,3.41482558788209,3.32114449871454,3.30334970147369,3.2332377194218,3.3035060621123,3.2258671894821,3.23599045781629,3.33260769328198,3.30221960174043,3.35874789008506,3.4926992292456,3.41542066426223,3.37352293570404,3.40698557184471,3.38585895024561,3.4204285038363,3.22158634796072,3.34447345945636,3.26151125824377,3.20864210901517,3.3844504997684,3.32517051237605,3.33368133484022,3.35106289894039,3.40503932181867,3.36210513607109,3.40349951672017,3.35367615775164,3.34660237529899,3.31546769012893,3.26074682320511,3.38024459047819,3.30652911070899,3.37792887873281,3.36380185540265,3.37047120428158,3.44352708889349,3.37480301857335,3.35634104020569,3.38189244335967,3.44608415508186,3.25269419146147,3.27122395959884,3.3469285314581,3.20658383973311,3.241646489516
