"","0 zero a","1 control a","2 control a","3 control a","4 control a","5 control a","6 control a","7 control a","8 control a","9 control a","10 control a","11 control a","12 control a","13 control a","0 zero b","1 control b","2 control b","3 control b","4 control b","5 control b","6 control b","7 control b","8 control b","9 control b","10 control b","11 control b","12 control b","13 control b","0 zero c","1 control c","2 control c","3 control c","4 control c","5 control c","6 control c","7 control c","8 control c","9 control c","10 control c","11 control c","12 control c","13 control c","0 zero d","1 control d","2 control d","3 control d","4 control d","5 control d","6 control d","7 control d","8 control d","9 control d","10 control d","11 control d","12 control d","13 control d","1 drought a","2 drought a","3 drought a","4 drought a","5 drought a","6 drought a","7 drought a","8 drought a","9 drought a","10 drought a","11 drought a","12 drought a","13 drought a","1 drought b","2 drought b","3 drought b","4 drought b","5 drought b","6 drought b","7 drought b","8 drought b","9 drought b","10 drought b","11 drought b","12 drought b","13 drought b","1 drought c","2 drought c","3 drought c","4 drought c","5 drought c","6 drought c","7 drought c","8 drought c","9 drought c","10 drought c","11 drought c","12 drought c","13 drought c","1 drought d","2 drought d","3 drought d","4 drought d","5 drought d","6 drought d","7 drought d","8 drought d","9 drought d","10 drought d","11 drought d","12 drought d","13 drought d"
"AT1G01740",3.20868892468343,3.22174873272234,3.2126891693845,3.14900892104394,3.16315572940904,3.20913983783014,3.17936932161183,3.13153022133383,3.15887018285507,3.15754500808952,3.16010053557349,3.2027797212984,3.16464631320452,3.18580312875092,3.13276765402455,3.18841675048219,3.19277649245835,3.17416190031151,3.17245071159577,3.14229906340486,3.15217530488689,3.18571275533561,3.16944562645592,3.14706731529702,3.13653429737763,3.12459613372858,3.15357513490991,3.17625095528123,3.20629313418617,3.19928129204349,3.19218627305694,3.17561561495093,3.1943487060282,3.18171004081241,3.20749308854338,3.18591252057457,3.15944027985544,3.1365933551749,3.09092116102275,3.09346214528687,3.07447803448819,3.18021948479625,3.14296720883715,3.12525929923785,3.14663893143308,3.18102938024132,3.15984066657179,3.16247270151214,3.07761900787773,3.17138298945831,3.10220627368734,3.1596695471367,3.06438623627835,3.16222131739764,3.10726437114676,3.13167837425534,3.164213462128,3.18944980475949,3.19677698507189,3.16225516011839,3.11058207003662,3.14025513403492,3.1281680012061,3.19050424408192,3.1428185773247,3.17397648632466,3.2030586028584,3.1875112310506,3.20264966258863,3.17823339702939,3.20430664221475,3.21649987590703,3.15122725595018,3.14145404534609,3.16039101693468,3.13760352528117,3.21855645556819,3.17320580392073,3.23314873491672,3.15901232443522,3.24167089334762,3.24125597205863,3.13063604242888,3.15027370867763,3.18526873352483,3.19967234483636,3.17956200548788,3.17470202247318,3.18442630237044,3.18424379012264,3.16477179964142,3.16576886793245,3.19144736945535,3.1443580494679,3.18675091577141,3.16147980143308,3.19236778334209,3.22734677566493,3.18637853192371,3.21125677655483,3.18525128702072,3.17605782864952,3.18190241234031,3.2081972843814,3.20019044429998,3.16997148753358,3.21023610774789,3.22678132134815
"AT1G23750",3.30101689369233,3.28702600128847,3.26736500163026,3.26845385695229,3.32854927500974,3.31018304445622,3.2801828100944,3.28909817832209,3.34168693328864,3.24624085262828,3.32355741988822,3.32182565990297,3.25513208124532,3.27856170993129,3.28660766020521,3.34144499095086,3.27726619549624,3.37183761733042,3.34933696697419,3.264377290407,3.3079064298401,3.32965464000109,3.34275384185873,3.28894762852997,3.30642411818059,3.33236422341065,3.30290098387271,3.25284705868769,3.27932419565413,3.32396086213065,3.33994974131629,3.36960607003184,3.31057134050127,3.3311319222172,3.32427777333589,3.32165539975413,3.22301316189177,3.27887388730894,3.27493997850617,3.37116851549843,3.32741431836137,3.30969861862152,3.25930563474128,3.28073217404282,3.25471799097065,3.27093254152859,3.29458693245868,3.28363438964337,3.27634330600426,3.29844864037855,3.34117453678488,3.32243294980722,3.36731514615237,3.26612237339365,3.32801782419393,3.36544058940619,3.30074460891348,3.25859580609754,3.33058708155566,3.34362101270889,3.29646474931206,3.29211324380844,3.31803188996487,3.29784290382818,3.17455982056869,3.25706796268512,3.27736886766772,3.25558834966307,3.21840146123078,3.28748854824899,3.25616225730042,3.23917193441025,3.32170734565836,3.36382988359298,3.26271126607066,3.33360978358862,3.27740606592661,3.35080838305008,3.16522378210586,3.31157286535544,3.24463136899118,3.20875134321138,3.313405497335,3.24733968530328,3.30058209189603,3.33652619728892,3.30698690548903,3.35634104020569,3.35833999350208,3.29490448164432,3.27578928879809,3.18989728468736,3.25308919144104,3.28169528311369,3.2163244812183,3.30757861595959,3.28596143223759,3.27668722577416,3.31490675232952,3.31245607216794,3.29037426845678,3.28325952106762,3.32856363582858,3.25666650345711,3.21498270503574,3.29070306599736,3.20119000735975,3.26343710199232
"AT5G52730",3.23660435595119,3.22783193442913,3.21450253057195,3.23340186609046,3.25314215256419,3.27388733212464,3.23825797824579,3.28760822474944,3.2488733075781,3.26018075992962,3.31106564865784,3.28543181230316,3.27530211403655,3.27442866124957,3.30117643454991,3.26683450482361,3.2554010251242,3.29073844781383,3.26257748005378,3.28129023236996,3.30936975645389,3.24584245208282,3.26275936587605,3.2267982727924,3.23239214494302,3.24559605775845,3.31577922802492,3.21106983781607,3.27838775322896,3.26431723279107,3.27204857788081,3.27809629157318,3.26419560846087,3.26576842576146,3.29124843926175,3.25581189872904,3.27230841423155,3.2868397584023,3.30518842375192,3.33923717262742,3.32804655627074,3.23925290928915,3.25377602195945,3.27060817630558,3.3211315073464,3.28096967205663,3.2622226615488,3.23923610355596,3.30765875512031,3.29418989766123,3.26670709659884,3.25523785167352,3.26760620825803,3.25624681386477,3.36495056493213,3.30834048648698,3.26938030929778,3.28888268063187,3.25101309743604,3.30691401795451,3.26763317295244,3.27589057665234,3.26918728509757,3.26032380220638,3.22463304079789,3.22569292999767,3.24122850982191,3.22779497569309,3.21351215174572,3.24997620372416,3.23242898609843,3.2520113886031,3.2708921866943,3.27443611615563,3.23771513828575,3.26502425266576,3.24763742664671,3.30486875078513,3.22806136539893,3.25566387687071,3.2417166494193,3.22251556040783,3.27759948141343,3.24581355616124,3.17874969242375,3.2428006437807,3.24428885584702,3.25780870879298,3.27975208125657,3.22969558253257,3.25201441726717,3.21669542360476,3.20052632452908,3.24546371751068,3.21486151102633,3.25793238086447,3.27749385001509,3.26887749461053,3.25743913760442,3.26782041387367,3.24565689977578,3.25582549181178,3.27365463239847,3.22853243140193,3.24034486223899,3.27128671886384,3.22515151184127,3.24298351610969
"AT1G11480",3.68792291136682,3.67828603926539,3.67939001622221,3.67713610411003,3.67671874411843,3.6738616641587,3.67319457421627,3.68520011506689,3.68702708480318,3.76852311979198,3.70493834460287,3.68681424422606,3.67432505354889,3.7014603412229,3.67513845051136,3.666540739472,3.66838012991355,3.66500612062622,3.68171911288247,3.70050630252951,3.66835743568126,3.69482448921259,3.67683155602301,3.72275016369362,3.68708309026287,3.68217998574558,3.71608000851797,3.69857410651016,3.68546926203673,3.6830563620006,3.67542077278402,3.64468694288434,3.66052935912285,3.69584909107101,3.69132198828217,3.69780717370971,3.75047787844436,3.6784212655142,3.71245271434881,3.67025117553814,3.68531226573983,3.71411360808928,3.70250240655105,3.66934430494167,3.68482995597804,3.64391389642224,3.67809444704654,3.71305789705867,3.70380946652625,3.702469160772,3.68026808838944,3.68833704310051,3.6933085262094,3.68223617968256,3.65085644759443,3.68385362652743,3.67639153970156,3.68876224387882,3.68703828606905,3.68098815892477,3.68157295171546,3.67335289465987,3.67080635240089,3.66937832287873,3.75960327690144,3.72755020606596,3.70498259633715,3.73386407511658,3.76080642342386,3.67327373660982,3.70066165415274,3.68293280271722,3.66100845516057,3.65346134702097,3.69891853783521,3.68092066757741,3.68130307680543,3.66242200162091,3.74975950358705,3.68085317307256,3.7052812600461,3.72797489485833,3.65947935437928,3.70549139374708,3.66589298839414,3.66461936655827,3.64866101043887,3.68328098813526,3.67817334104164,3.66961642598132,3.70333330213486,3.73918923672301,3.69353156187386,3.71722126837449,3.72422460299209,3.70219208281553,3.6892320568804,3.68388730406144,3.68253958912573,3.67839872868625,3.6862091574046,3.68704948724796,3.70212557618692,3.70056178717247,3.7514422969637,3.71009558495937,3.74997398129755,3.72762644146572
"AT3G47380",3.28469919616905,3.37399614213124,3.43210422346868,3.33502583832169,3.47387780762835,3.3114464412018,3.42228683158326,3.57100930294732,3.41111435124473,3.449733035206,3.44306288636016,3.3429386924711,3.48625098888411,3.51764104568817,3.37410746226678,3.32666677071746,3.36790219278765,3.43729433149714,3.49360890941236,3.41485264213407,3.47718512142525,3.45405741883808,3.39337501140696,3.44899342863248,3.41344514786897,3.35157179605781,3.45863135674877,3.43790683909191,3.36989915747906,3.36510459055963,3.33701169357584,3.49938670222364,3.39463760810067,3.39657053282186,3.44779075867719,3.44626946556317,3.32992726217947,3.40322681358234,3.48066581502771,3.64000772174733,3.53863748517064,3.36297477872573,3.37487255576366,3.26606688734343,3.44646798609733,3.41348576790476,3.46358322421981,3.38878192637539,3.43741419040331,3.37679046057705,3.39990934596295,3.43039233357231,3.55534990275871,3.38868550749531,3.5352069344779,3.47131754424631,3.29348673095765,3.43490840016058,3.37121034345557,3.49642399992209,3.53821532139083,3.54139093384452,3.36345145707171,3.46546518814146,3.2561758470825,3.34205688428348,3.33249312434311,3.395186218719,3.31515608494441,3.46952135022641,3.29550263677455,3.3848510814844,3.53065759192114,3.52228178046761,3.36231558156349,3.42970968612529,3.32668115028718,3.33382442669844,3.31318924594207,3.38880947344331,3.38391161099632,3.36328323563915,3.35058210900239,3.32959723929323,3.52874633191674,3.4172989537593,3.39591280659841,3.45115834944889,3.42723070142528,3.36101032439049,3.31530682329811,3.4537546068517,3.32465221503124,3.33937971452385,3.30615722777534,3.3903237527283,3.37772069863121,3.35340798701574,3.35978820734307,3.3771098636436,3.33548325590349,3.39563866548085,3.30381581071911,3.35472013731086,3.43502845744535,3.41000183056298,3.32263484231841,3.30617473029825
"AT1G32640",3.80419815173969,3.90815960896048,3.85018933852342,3.8286518897523,3.83211024193959,3.80700451071029,3.86835094015346,3.87051268071793,3.76364527638641,3.94566388180099,3.70379839472049,3.80707666118084,3.80598371034002,3.95099089987828,3.84282801954634,3.88136117122077,3.88260392489803,3.94026073406911,3.87878418576096,3.75164581403709,3.79897329549558,3.9248315019339,3.84597170522544,3.88094994614728,3.84520901166909,3.78213593690892,3.8304074563713,3.94675892786418,3.80296865100558,3.9488998206663,3.84738563542592,3.7659377960245,3.79201197243084,3.8119744473675,3.83825596006803,3.90083783306135,3.94692732274114,3.86065496359887,3.81695803198555,3.8547736546012,3.86969377204997,3.80383664263332,3.80406388750312,3.83182658387532,3.82553125118962,3.80997001151731,3.8099185790891,3.7643567718334,3.77753544210808,3.84325025410204,3.93013175157781,3.89212869387506,3.9607155709135,3.88945407283103,3.77992154806063,3.80417749651658,3.84370251117971,3.99488741807259,3.76849136113888,3.80432207686855,3.87887244768225,3.87230673447232,3.8134323374418,3.83431681716638,3.87922544138,3.85116934877825,3.87671338528143,3.85496310569971,3.82653831847946,3.8036300253223,3.79076161372722,3.92873035961104,3.85597973391053,3.96029855211981,3.82360671391623,3.83893160335833,3.83745889932575,3.84234531440272,3.92532537067158,3.88383583610776,3.96918733652676,3.88551579640153,3.81871765344473,3.87521977978213,3.97652861048493,3.80882777991067,3.90005529018743,3.8173060343667,3.89581639299343,3.8266400033688,3.82530736296015,3.95230560689254,3.95519189175396,3.91661039804243,3.91665816418192,3.86752091914871,3.85257819661432,3.90932189142725,3.82807299786697,3.91731717545642,3.88030349840133,3.81491950930552,3.78857087503427,3.87702763160397,3.97542842229433,3.85717485064341,3.94319932968964,3.82407535625156
"AT1G70300",3.20166679187627,3.18573019626011,3.23777478421298,3.22790584906092,3.15987940777702,3.15925619383726,3.22684450299165,3.18481822890193,3.2072712971776,3.23735262153897,3.20790846513954,3.18785482544003,3.21426471511345,3.164324503227,3.19324029226685,3.19330653721235,3.21286500656418,3.17215144491634,3.13465631163075,3.23512044905935,3.14526496476866,3.15503677467564,3.16789097123117,3.26374806277637,3.17964321164434,3.24218480316169,3.20831435679351,3.19870158507182,3.17238350202507,3.17718111231029,3.20058909720702,3.16085082617523,3.15866340646279,3.22258665684282,3.23435416184179,3.20152408671855,3.20008055996036,3.1857428804364,3.23231385436391,3.114015470975,3.15496388981691,3.2197663888167,3.1968824013583,3.15018920731342,3.19335069881952,3.16374828405926,3.17102103323404,3.19661333856207,3.23948358638555,3.21391491526832,3.26565892437312,3.20028148498438,3.16636517135809,3.22295908308695,3.13768057091364,3.22318465555092,3.2658719194337,3.18713904342666,3.22358472816309,3.17339771355156,3.18365324448266,3.16879284321677,3.17727042687917,3.23738627671826,3.2218477011361,3.1815923794674,3.22917412676601,3.31498213650183,3.34056226902641,3.20266376590705,3.29914792774241,3.23791853605762,3.11326875941348,3.12717431745985,3.20933014641224,3.17206661472609,3.21237011801406,3.17638501146009,3.18189605336091,3.22422090858533,3.25992023597961,3.25863349155521,3.17894405207411,3.29328513252422,3.15023633368466,3.15752722307841,3.16923394533442,3.21029066556805,3.16091050996187,3.29493094092173,3.18208681055153,3.21028598926431,3.23460708162161,3.18421204650508,3.31609504428768,3.19195106489434,3.17977854508166,3.18287500613313,3.15587711402556,3.16234862636596,3.18745897220011,3.1957586133558,3.21002409206021,3.27578333046756,3.24592609490919,3.2293910383418,3.30199581595356,3.30124961252722
"AT5G13460",3.18071279548126,3.26352123326259,3.27369938526085,3.23924679813609,3.21024234303176,3.24242873187723,3.24755692101812,3.1616345840638,3.18545587366288,3.23072409744616,3.08752224511725,3.22504968401912,3.13953989264799,3.08083500502687,3.18542891429219,3.32439299651651,3.22190800668428,3.285878599488,3.29368241636005,3.19507194793758,3.15122400813658,3.25319359865079,3.20782883453199,3.18763632788188,3.1889673829569,3.18406284214605,3.21822009671506,3.21566461994672,3.25294997007336,3.22187553477927,3.21125677655483,3.18666535522242,3.25092823355671,3.24192253378536,3.27825987424217,3.19336962480878,3.24437867827095,3.19000478568763,3.16651782398202,3.19289482290343,3.1150315777848,3.21919950418402,3.16399618308188,3.20514693363155,3.22570989423509,3.14620390206819,3.24745818156638,3.21029378309546,3.26557491767438,3.15612313233111,3.1704202417283,3.27864942373224,3.18860348274474,3.24450502916347,3.09519529513081,3.12966054144747,3.32128595270693,3.2955452477012,3.26270224717861,3.24767388054801,3.21577332374286,3.24048988471516,3.25647629956093,3.1922762418787,3.31580820487451,3.23597820781382,3.29372066754788,3.25075697517058,3.25099036652927,3.21151533521936,3.269491024703,3.29298047414305,3.25371249629605,3.09407219470869,3.20986194139091,3.20906183525647,3.23844142726227,3.25060994954212,3.16206337420309,3.24410614891519,3.28686193143525,3.30962877805919,3.21503086905857,3.20138136744365,3.30201629452729,3.21649366760952,3.24465420030978,3.27340548275472,3.26747137722573,3.27078755779264,3.2729921276699,3.12208624596857,3.33469697983156,3.28932544922708,3.24891428303624,3.24423100115536,3.2362538077138,3.27729149221685,3.21272651712672,3.27995260895531,3.22635438748887,3.21665352275792,3.25919865532387,3.29059691534124,3.22699088885015,3.16215040626552,3.22364650555011,3.22542456006849
"AT5G16030",3.36653204553713,3.31725630579727,3.34926618799351,3.12460275035133,3.34424618956849,3.38341399648297,3.33575477898944,3.3267386671329,3.2848620319082,3.28241756390421,3.22035781781944,3.40255847296198,3.24948781728613,3.32277903395914,3.34373470138129,3.38777609825344,3.34909630427099,3.3974744170459,3.3161935416384,3.38054937740122,3.30503954378544,3.33263633409515,3.42893294921016,3.15664092851573,3.33453967318116,3.33671184751443,3.32807528777535,3.30778696851887,3.36127708583738,3.32626408456476,3.4258620859436,3.38034157512014,3.37192123324425,3.30261881958356,3.36518859760777,3.33342373372519,3.38882324678002,3.37001079418006,3.26962865903555,3.24735183921409,3.10447421255169,3.31733156730306,3.38428470927675,3.17913997833303,3.30254571102551,3.29287890705083,3.3264366781077,3.34687181394425,3.29083426920952,3.19812007309743,3.2524338258303,3.32152264061188,3.21379674148897,3.35114772759348,3.24788650994921,3.25084791135837,3.29066031181136,3.24428124352014,3.43052614814401,3.30720700349296,3.31019468031354,3.30510376840038,3.24891883579308,3.29729414805853,3.25190235246209,3.19424468063773,3.1526620742174,3.21509456739342,3.07941566081147,3.26182865062756,3.14991616907521,3.28121009896892,3.36730116593966,3.25268208247399,3.19453467212598,3.2039325003228,3.21647969884243,3.31342000969062,3.24960613725019,3.15517443602995,3.10230707204973,3.12114639835667,3.37323058358799,3.26993828828404,3.26959125970092,3.3026012738675,3.25491749455319,3.19049002139303,3.27127327067974,3.2131170543444,3.26700536407388,3.17789866241101,3.18420569769775,3.11434869960992,3.13309164653065,3.31011322734147,3.41581273953616,3.27263389029514,3.22191264546819,3.32299529440248,3.32446500633154,3.37055489942539,3.27497127775791,3.1902877279719,3.2165107403634,3.21587580839214,3.1690831837811,3.2771426816081
"AT2G22080",3.67385036011885,3.66319658465595,3.68522254589895,3.68878461939612,3.65070712584629,3.61835613412171,3.68210131055645,3.6513158022138,3.60549433385251,3.63793477553514,3.62100860087802,3.6476829081679,3.62467411453116,3.6068567361192,3.67391818302937,3.69054001551232,3.68175284027977,3.67589494986338,3.67719249484956,3.6671654868589,3.62713987096555,3.69233791964413,3.63092961137579,3.65497393042254,3.62147755649289,3.61002674182982,3.64364842672954,3.66848224954133,3.63566153583325,3.65164874287925,3.67403121412863,3.64063249546079,3.61954213130824,3.64264381667236,3.69616078204023,3.6656429013977,3.63690298308225,3.65648492962755,3.63322194045869,3.56873746614193,3.52605628821878,3.54669694373089,3.65518006897893,3.67991917497906,3.75615865096065,3.65446991214119,3.62408919389096,3.62223928439824,3.68931034417503,3.58908032179332,3.64898306368977,3.66498337325673,3.63416341603692,3.71136274532588,3.61904906277291,3.54616598502792,3.69049531854957,3.71246371993699,3.62912343840125,3.62453375520389,3.71244170867667,3.6927284720613,3.62995106282576,3.67939001622221,3.63337308287357,3.632233311165,3.68751985824822,3.69887409970395,3.66221689530404,3.66980914733422,3.70108323853853,3.7116490795614,3.58238739774835,3.67875927569355,3.63823605882764,3.66447146259867,3.66160140133695,3.67133866831809,3.63113921402629,3.6753304356676,3.75211700653677,3.70287913851321,3.66214852005129,3.68360663392043,3.73929726816145,3.65366770179974,3.64731450954714,3.67173494623625,3.6980850950133,3.68322483488033,3.66160140133695,3.62065678410331,3.71058054299746,3.63281493985202,3.65783433297285,3.68822512732724,3.68632122966816,3.67238008024061,3.64567860478261,3.67724888338503,3.72065058439597,3.66318519674137,3.67124807522287,3.711373759232,3.64079442967439,3.65242913015779,3.66042667498367,3.68732948846008
"AT1G06135",3.07382366011668,3.02824026510698,3.05580127851454,3.03455204667875,3.06837329936869,3.05210457511018,3.08159357669866,3.08655450613032,3.10368058768356,3.0540479150697,3.07021413285652,3.04767274089891,3.03700963875802,3.10650410607604,3.08622498719489,3.03044202515687,3.05524598800819,3.05523210300674,3.08386179691467,3.07274037809858,3.07770445079071,3.03736113495434,3.09961838569553,3.06344771847255,3.08596505576357,3.08219844349688,3.07416972752133,3.11726948459996,3.07807692277386,3.04487668571099,3.09087544323568,3.08991164607638,3.03041024193803,3.07598436528954,3.0529288153007,3.03505199652301,3.12329703381326,3.09896689915231,3.07605792980212,3.10476101814805,3.07326155199208,3.08634389445908,3.07620162640167,3.06143060049775,3.04786813985484,3.08621989095027,3.09398264682069,3.09905613821179,3.04694325029332,3.08993028446356,3.05898486449904,3.12308840687112,3.12471357427153,3.07911011447883,3.03880488570468,3.12479627314281,3.03577696803638,3.03595463604853,3.03131931868485,3.03935074579622,3.05220371751411,3.06427585410225,3.07407037012838,3.09793267047572,3.01361232801793,3.05947122853225,3.096484515652,3.07342266634468,3.0115171073543,3.0884774627776,3.06383424092386,3.07525878405585,3.02415653336379,3.114390347778,3.08603981208386,3.07986276840837,3.05247328083083,3.01656941554403,3.02069064885188,3.07224303010488,3.04729058967042,3.06300930429664,3.03864863692232,3.03468761358015,3.06147380466159,3.0457504892526,3.04779312374263,3.0057574731035,2.99928027635235,3.03049676128134,3.01157614412737,3.04823967378945,3.03925949096296,3.10764267978286,3.0405154926683,3.0370412769228,3.03511711807945,3.05445953926741,3.06635444969594,3.02413525211249,3.13817389328604,3.06783143044032,3.10248681165286,3.03328026678427,2.99708822970796,3.02705140271911,3.05319824318173,3.05722843535128
"AT1G03600",3.92543931637533,3.93971554402365,3.96473131018844,3.91069429184371,4.00716858520086,3.98572811041912,4.00382707811148,3.92684390725726,3.97435493040729,3.91413394680099,3.92860719930895,3.97357454188719,3.98250080734137,3.98613784409922,3.98612874017044,3.93641180091467,3.924213928172,3.999747506274,3.96819215196702,3.98519072767532,3.97686766602007,3.97210442911833,3.97737152027725,3.90035483204547,3.97435493040729,3.98135949602257,3.94424938753842,3.94785314338702,3.96826589288853,3.96700255890601,3.99670509225327,3.98888460546095,3.97182861612097,3.99680450089617,4.00045978576982,3.98194396021303,3.93056704219617,3.91108753658111,3.91113548592423,3.99002906093163,3.91217080294995,3.9819713511632,3.9101953881869,3.90194812211332,3.9546616208379,3.96298389430188,3.96257678458746,3.97199411024686,3.95461509654563,3.9422611317669,3.99898073665762,3.94846068248773,3.99067355280783,3.96987803324303,3.93050081079116,3.95897255833909,3.93391250019949,3.9154444138979,3.99465212867441,3.97076164279411,3.98418829284209,3.97058680468726,3.97261913900815,3.99321240803098,3.95232424660418,3.99795172307047,3.92515443523999,3.9169829319962,3.89441035660098,3.92963952572088,3.93978135375538,3.90779440133792,3.96902152009891,3.96567348142805,3.90215077831766,3.93274152742342,3.95417769484689,3.97194814156057,3.8413794193264,3.91508104595371,3.9143253300853,3.87215895722894,3.95784961090618,3.86043646072151,3.92629362241322,3.90726564756451,3.9383893083623,3.96303014950119,3.98641093525204,3.96609818095231,3.94509263053996,3.84826738651841,3.8874667819192,3.89617495535619,3.87809751976448,3.91264028521705,3.96892017845464,3.91522449160175,3.97596028467853,3.95834158802558,3.9950140964714,3.97952237211088,4.01411422849337,3.95675366267198,3.9227021325284,3.93692056177497,3.93985656120167,3.91347347951512
"AT5G44530",3.62801531044763,3.65280769543112,3.74580741215243,3.51410963258773,3.63269863287199,3.68251711654028,3.63288471953962,3.65617599032642,3.66966177449817,3.69266152772665,3.51318752037086,3.73474213129706,3.55685854266655,3.67197266075006,3.60728296298148,3.67010384785113,3.65456156492678,3.67517233210132,3.68653414298671,3.67404251675151,3.51606559000435,3.706663157248,3.70819827419609,3.5912724946614,3.67686539787428,3.62439338221977,3.68583925715317,3.62903015517597,3.64594370120014,3.66451697312433,3.73255141471879,3.67913099544614,3.67651566045772,3.70062836592743,3.6837189085293,3.66965043750259,3.74458092333422,3.70215882988446,3.55048207464953,3.55485894801749,3.3631430361268,3.7206177542128,3.63290797868549,3.49726745705213,3.73376648032264,3.60889201788516,3.72133984572137,3.67797046205118,3.65992455840238,3.57957842762046,3.62433488944509,3.6901600471817,3.58317004132975,3.72709270905041,3.54384228661355,3.61940127177849,3.61619299638108,3.6417194195139,3.74480693384467,3.62173541711979,3.65289945387296,3.64115293362024,3.65203898928472,3.64514826576772,3.61533389555191,3.53429821290143,3.50229240773071,3.63322194045869,3.45894626685526,3.53555533339931,3.5116198406587,3.69601607675047,3.69070761679051,3.64808573647403,3.51736389021045,3.5980793061172,3.5440896665488,3.62348062475385,3.50057263101132,3.49366014193541,3.48537530142724,3.49205826503495,3.65402302141103,3.69998464255481,3.66486963102906,3.6065014508504,3.62652090656852,3.51247974691963,3.67803809155136,3.61775689359751,3.62834200505347,3.50309426915734,3.48730625848517,3.48206090905607,3.4736440634494,3.56393907367427,3.73214978413468,3.6872398939846,3.58089317602955,3.68023432626326,3.71306889803121,3.68661257681559,3.61186876683332,3.53119428793739,3.62600684751301,3.52804615231197,3.56905355070524,3.62111412918271
"AT3G28880",3.12651533577212,3.10310313162722,3.09268104071284,3.09973956004239,3.07357519420422,3.10756401314759,3.09239013181093,3.08878442332002,3.07873961676486,3.08542295656383,3.04332875484534,3.07198399825457,3.06129406683532,3.12358674341475,3.04017002580527,3.07375683556082,3.08466299507757,2.98728266038446,3.05657659231584,3.1062444524447,3.03485309357014,3.10374100577359,3.06296441973737,3.05273931652391,3.09874461938476,3.07323926880361,3.07144348404447,3.17254671983715,3.07624096940331,3.07797100016018,3.0884774627776,3.08353506614091,3.1165327729677,3.071258118259,3.08754091439883,3.0695217325516,3.03411532901177,3.05966849673482,3.05545251162804,3.03924720621766,3.05889830567031,3.06142714410875,3.12467883933192,3.08764443966688,3.09298203584769,3.07194110769882,3.05838057546002,3.07979451666842,3.07745665240059,3.11404379840226,3.06439141023564,3.06434484395201,3.05607190516211,3.09965877827534,3.08187474351386,3.1299226073501,3.09549407835326,3.11875672811242,3.15163642197562,3.16872065002833,3.0645017835711,3.04521927977058,3.07381166619355,3.08730668227716,3.10011311688842,3.09954601282833,3.09711857837889,3.090723040148,3.08620969840701,3.0712701334299,3.08651204657428,3.10016527253628,3.08070370606926,3.06420341120917,3.06071668041085,3.08296481176389,3.08085376104539,3.10339188854711,3.11834477394632,3.09102952332389,3.0204808661723,3.04881510086087,3.102537201915,3.11508153179204,3.13278410209774,3.04349499651046,3.06743909354144,3.06912641712655,3.03968939115973,3.13228893294926,3.13479757389139,3.07480682264821,3.05167487928,3.06143924143402,3.07334382539891,3.07462360098993,3.09456545324075,3.17486338069142,3.05503249134193,3.07773350022842,3.02762826486223,3.06309389063199,3.03253817097171,3.09167106456468,3.13720675709004,3.09142226845022,3.11625162580009,3.04206118868347
"AT2G15580",3.73727574026049,3.76478137801881,3.78842470743944,3.75473788158618,3.75319802578462,3.78526805297231,3.75596644823121,3.75306963024855,3.7007060372584,3.64033171226164,3.73818415670556,3.75367940730046,3.77129401565166,3.71402566167044,3.77173771053831,3.77992154806063,3.75257734147627,3.73867057318177,3.73940529151093,3.74145619985584,3.72957452219412,3.7333217982534,3.76432492133117,3.77957491427981,3.77036392650884,3.7328769790775,3.71909580258595,3.77115665386061,3.77411232662762,3.7368862437568,3.76762302046356,3.75024203360482,3.73732982868136,3.72952014222883,3.75722597786748,3.73754616208871,3.67561272037668,3.73989129651502,3.73950250561039,3.77761960107213,3.7846296112803,3.7580579450436,3.74878322721157,3.73916762946454,3.73886509386174,3.75296262523898,3.74232964883264,3.69997354135681,3.75507984867944,3.76633013095037,3.70852938019242,3.71472908295341,3.74536642658117,3.73395082050242,3.77341617757919,3.82556177871092,3.7808140092968,3.75103517666786,3.76091284825726,3.76472830907931,3.73630180176344,3.73120496874355,3.77392250110772,3.80421880666708,3.66697241200714,3.78347760838441,3.7594647974367,3.79389588254888,3.81084408237601,3.73442782691507,3.79095965940953,3.78707718010585,3.7345904066962,3.77412287175753,3.74387037399595,3.76448416681116,3.76990923295793,3.78589575290501,3.66184079130537,3.84802696238855,3.8170706301774,3.79905621317341,3.77796670491456,3.75176362659038,3.80345437733905,3.72385340466557,3.73681049611264,3.73959971315964,3.76048710181103,3.78191569973905,3.76641494609694,3.69003709482227,3.79361501334945,3.86689808986363,3.85317728929812,3.77439701808442,3.77696724065365,3.79984369351837,3.7287150789923,3.77125175187814,3.80251378022298,3.78710853225003,3.78108688721254,3.77830321072402,3.77863963806246,3.82793077835543,3.8365099238614,3.79093881377582
