AT2G01100
AT2G01710
AT2G03150
AT2G16485
AT2G24830
AT2G25650
AT2G36840
AT2G43280
AT2G44730
AT3G06400
AT3G17740
AT3G20550
AT3G48880
AT3G53270
AT3G62140
AT4G10930
AT4G16100
AT4G20880
AT4G21710
AT4G22740
AT4G30790
AT4G32240
AT4G33740
AT5G04240
AT5G16680
AT5G19480
AT5G27460
AT5G52070
AT5G55100
AT5G55300
AT5G59560
AT1G06770
AT1G13880
AT1G15340
AT1G18950
AT1G05120
AT1G04985
AT1G04300
AT1G32490
AT1G32530
AT1G33060
AT1G53590
AT1G65660
AT1G66660
AT1G77230
AT1G80790
