AT2G16485
AT2G17300
AT2G45440
AT3G13350
AT3G30300
AT3G49000
AT4G15880
AT4G01570
AT4G30825
AT5G05990
AT5G26600
AT5G52470
AT1G02280
AT1G28600
AT1G31860
AT1G31970
AT1G55630
AT1G61890
AT1G70700
AT1G74020
