AT4G23290
AT1G17600
AT4G38020
AT1G14270
AT5G47330
AT3G44190
AT3G61950
AT3G48090
AT1G70580
AT2G16890
AT2G30070
AT2G24860
AT3G14067
AT5G01520
AT3G27240
AT5G25140
AT1G73740
AT2G45270
AT1G79150
AT2G44360
AT1G61667
AT1G24180
AT5G40450
AT2G24570
AT2G01290
AT1G64680
AT4G38040
AT2G15580
AT5G03415
AT2G47940
AT5G38380
AT5G19820
AT2G23810
