AT2G13560
AT2G19170
AT2G19880
AT2G21520
AT2G22400
AT2G22480
AT2G30620
AT2G33860
AT2G37940
AT2G40750
AT2G41560
AT2G43360
AT2G46170
AT2G48030
AT3G06980
AT3G07390
AT3G14330
AT3G02570
AT3G14840
AT3G15730
AT3G01720
AT3G18370
AT3G19010
AT3G21950
AT3G26490
AT3G30775
AT3G49560
AT3G49620
AT3G52640
AT3G55410
AT3G61820
AT3G62110
AT3G62700
AT4G11290
AT4G11370
AT4G12480
AT4G12500
AT4G17240
AT4G19810
AT4G20780
AT4G00360
AT4G26910
AT4G29040
AT4G30020
AT4G31500
AT5G07100
AT5G08590
AT5G11520
AT5G14790
AT5G17190
AT5G20150
AT5G26220
AT5G36890
AT5G39320
AT5G48230
AT5G51830
AT5G56270
AT5G63680
AT5G63990
AT5G65960
AT5G67560
AT1G18150
AT1G21880
AT1G22180
AT1G26260
AT1G01300
AT1G30260
AT1G30620
AT1G53310
AT1G64380
AT1G64650
AT1G70770
AT1G79340
