AT2G39470
AT2G40100
AT3G10840
AT3G16250
AT3G19480
AT3G21400
AT3G22210
AT3G62140
AT4G00750
AT4G11100
AT4G12830
AT4G15510
AT4G03150
AT4G24090
AT4G28740
AT4G33470
AT4G39710
AT5G27290
AT5G50915
AT5G52030
AT5G52100
AT5G58260
AT5G58310
AT5G62840
AT1G49975
AT1G52240
AT1G54350
AT1G64770
AT1G65230
AT1G67480
AT1G69523
AT1G70760
AT1G74070
AT1G76730
