	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60
AT1G56085	5.8075502340575	0	0	6.95213114674175	8.02892045698948	6.81387174482896	10.1776556223362	0	11.2780297971286	13.3317541757512	0	0	0	0	8.00535126174772	0	15.0588450807787	4.72875903086135	8.58657274391224	0	7.33520998225209	0	2.34213993698339	0	0	0	0	0	0	0
AT1G56100	72597.9518027858	117064.751276556	58513.5994820224	13584.4642607334	7679.66241711044	7671.2839393866	548.462552981453	1182.94034592782	996.567723891727	98.1701898396224	73.6551396334611	78.2539929726515	2385.46152699546	2975.6336768172	3199.22946787664	1242.72385688343	2048.0029309859	1088.40270360325	224.812086386066	432.430422982954	197.002782380485	101.694826531779	73.7774080149767	100.646710902867	32.6649048984949	92.7974441045343	35.4663621135748	18.0083516902167	71.1786388433091	145.364195292439
AT1G56120	200.583850391678	191.922358191403	221.333721050644	171.48590161963	157.233025616044	174.889374783943	151.53398371034	126.207014044797	176.347375009647	93.3222792302583	132.02336349394	186.190535003895	133.288571606587	125.825265686377	149.190637150753	41.5816347550349	68.2077100717623	104.820825184093	225.59268390824	102.535048748535	125.746456838607	209.371701683075	152.23909590392	63.1174288712896	243.502018334234	308.882921090807	196.83830973034	160.074237246371	181.692841257921	211.76512400627
AT1G56130	215.326093293516	194.989610491265	239.147300209649	143.677377032663	172.621789825274	228.26470345177	202.422261822021	178.29244841249	286.051846672625	221.791910378406	229.303736594737	198.33339598241	185.796190724333	192.75359849828	175.389968552836	71.8228236677876	54.9204938240164	149.744035977276	341.901714712142	105.878582946857	248.349252256249	234.496305885044	215.476874202472	131.352487110522	463.247742196836	420.239854016248	391.903301355001	486.225495635851	419.579344760559	466.601120691781
AT1G56145	897.043143845189	938.141024857976	896.468371176953	1067.15213102486	1380.97431860219	1263.97320866577	3694.48899090805	3457.67152763998	3636.65197185592	4715.8050452589	5299.00089476202	4652.06496154659	1236.75638260415	1711.35747000036	1246.6515192158	1078.28739217034	1008.05680599566	1934.85057012744	3305.04990888404	2230.13731028065	3288.26984632958	4230.50478372201	3520.23632528603	2845.40192857597	4896.76619796528	4845.35226002962	4690.42638952027	4314.00069378969	4948.78852168481	5037.49748377626
AT1G56200	4500.85143139456	4245.9535408098	4608.81826791371	4053.09245855044	3342.03814022187	3832.80285646629	2232.29913316575	2476.06141840267	2618.55346380604	2793.60848864604	2365.30278596511	2929.12790937287	2687.58228930373	3081.38044266001	2777.85688782646	2196.26634478866	2375.75426509697	2315.51567211177	2045.16550809546	2349.39003002079	2134.54610483536	2224.1256767362	2716.88232690073	3433.92930588935	1425.37766829796	1683.61077161084	3136.99972894569	2991.38730854155	3573.91691876405	3678.97037468519
AT1G56220	13810.3544565887	12379.4302822455	16149.7908655544	23918.2278661028	23735.4961009751	29737.4397623698	21785.8372849231	20001.808440163	22767.2663340943	18117.8539248459	16233.3148312917	17470.8785345321	22498.303077667	22860.7106385617	25514.5099896012	19807.978737853	16017.2962794494	20104.319019707	22733.3416382687	25668.3120405165	23883.4437022128	16979.4468016354	17630.4583756425	25475.5589936173	10344.3814739915	12403.0412434575	17522.1562022116	13746.3751235321	16101.3573551865	17039.9140037248
AT1G56230	719.242759756351	646.752056371029	757.077114257735	602.518032717618	596.816420636218	521.261188479415	418.41473114049	405.665402286846	370.124432433039	264.211128210342	282.113081992313	294.127077035138	452.373333937508	514.678879323533	542.180608182005	366.674415567126	389.758343267213	420.85955374666	355.171872589097	162.718664318328	265.115446501397	252.442451743593	226.016503918897	286.587244604774	209.352345031263	243.924710217633	154.27867519405	146.067741487313	106.767958264964	93.3202241383561
AT1G56233	0	20.1562293990971	1.78135791590055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08123	0	0.876357799960743	0.890678957950276	0.579344262228479	0	1.70346793620724	3.39255187411208	1.0016429686095	2.0505508722052	0	0	2.69841355078109	0.807809524888407	1.33856665623806	0	0.945037153523521	0.885814416516394	0.788126505143558	1.56119504434768	1.1145113994406	0	2.39281944780657	4.68427987396678	1.7058764559808	2.96953680895408	1.32567777292192	1.77331810567874	6.0027838967389	0	1.79461969496839
AT1G56260	285.016696102206	264.221876688164	244.491373957351	307.631803243322	244.21299723343	287.318258573621	280.450954926599	289.474817928144	241.965002920214	295.722547171208	375.224296245934	317.063592216778	348.165905226903	316.5710142003	320.941809675522	454.562870844813	357.869024272623	342.835029737448	328.631556835186	302.032589248403	264.067559361075	301.495250423628	396.992719318684	438.410249187066	289.529838873023	200.17734371121	333.383803867603	350.162393976436	232.267137278167	294.317629974815
AT1G56340	37028.9402923506	37819.2208573059	36525.4080471039	36816.1691760954	40004.0961769501	38054.3380495789	39219.0305153603	40297.0982701286	37945.4438901572	28851.1280139779	29942.8988404255	32718.2643032207	38333.7931940544	33762.6667702925	42793.6968084809	40909.7133388797	42474.8012719611	39740.4908953588	25990.7750983002	25549.0593207764	27889.5162396628	21424.1089259361	24036.211103292	23493.3305517676	22115.6253846855	23879.4337236425	18697.8661062766	13206.1245728256	15119.8413879787	14112.8892812314
AT1G56345	451.648714356318	422.842638481059	510.804382384484	557.329180263797	502.476605266592	564.415709529998	507.751930492108	529.869130394424	524.941023284531	488.42699389343	565.615883600352	519.444608525359	681.791239005815	729.518827649741	558.1913107055	576.472663649348	460.623496588525	699.85633656748	540.954082866471	561.713745318064	628.732284193037	509.670542382799	697.95770122105	554.40984819376	432.067605702818	477.243998251891	647.26110857274	482.223639704692	561.936622447177	457.628022216939
AT1G56360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56400	5.36081560066846	0	4.45339478975138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4575180617227	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56480	34.3985667709559	90.7030322959369	28.947066133384	15.6422950801689	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4912891337325	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56490	0	0.876357799960743	0.445339478975138	4.63475409782783	4.01446022849474	11.3564529080483	54.2808299857933	13.0213585919235	44.0868437524118	168.464893675401	93.1112142536206	99.8413013789002	41.1982857693087	64.2511994994267	6.54983285052086	118.12964419044	105.411915565451	92.9989276069399	192.807587976938	153.802573122803	186.523910977268	354.137278275372	456.717287711761	249.057962573197	418.704690062525	338.047832095089	299.690759859707	436.20229649636	537.586035474466	290.728390584879
AT1G56500	1670.34079424161	1720.29036132294	1898.92753834999	1998.15836042602	1710.16005733876	1882.8998921544	982.709192867799	1064.74647563189	1074.48865703552	462.975463194269	781.022424037833	1025.39714929681	2034.8721931939	1878.67830203011	1931.47293169804	1076.39731786329	1186.10550371545	1520.29602842192	1973.35053605547	1330.72661093208	1432.4617208198	1149.74974467106	994.238403249449	1028.64350295642	1119.51537697569	929.300118818265	730.607059539641	544.252406637661	492.631105678692	407.378670757824
AT1G56520	116.597739314539	56.0868991974876	63.6835454934448	141.939344245977	157.233025616044	149.905178386237	75.7669918551698	120.19715623314	54.3395981134378	0	8.33831769435409	16.1904813046865	90.4746667875015	133.187382295687	128.085620187964	91.6686038917815	85.0381839855738	66.9907529372025	74.9373621286886	37.8933875809805	57.633792717695	16.749736134646	25.7635393068173	5.1176293679424	0	10.6054221833754	14.1865448454299	0	0	5.38385908490516
AT1G56680	109.896719813703	90.2648533959566	120.241659323287	86.3222950720434	57.5405966084246	72.1134759661064	26.0095643681926	22.0361453094089	25.631885902565	0	0	0	63.0091429412957	58.2276495463555	88.058863879225	20.7908173775175	46.9481640753689	55.1688553600491	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56700	6658.13297603023	7712.38681855452	6430.25673692202	4995.68557319618	4261.34953254717	4557.34455199977	2487.87137434886	2850.67588866263	2490.39403429322	1735.55199815234	1484.22054959503	1771.50849608778	5022.15181623122	4371.08941594537	4180.97663624915	3480.57183642713	3774.45522877635	4099.04595325165	2383.94483271891	2017.26563298749	3006.38820558304	2154.73391274981	1951.00256750716	2253.46279835064	1377.86507935469	1617.32688296474	1785.73133241849	1068.49553361952	1462.90834043748	1494.91820590867
AT1G08137	5.36081560066846	3.94361009982334	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78014861409408	0	0	0	0	0	0	0	0	0	0	1.77331810567874	0	0	0
AT1G57550	4.46734633389038	20.1562293990971	4.45339478975138	2.31737704891392	1.33815340949825	0	0	0	0	4.84791060936407	12.5074765415311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57560	90.2403959445857	145.037215893503	66.8009218462707	36.4986885203942	26.0939914852158	22.1450831706941	20.3553112446725	11.0180726547045	19.4802332859494	23.0275753944793	16.6766353887082	67.4603387695272	30.6967619457594	26.7713331247611	29.1103682245372	61.4274149790288	97.4395858168033	48.8638433189006	32.0044984091274	28.9772963854557	24.1014042273997	17.9461458585493	35.1320990547508	28.9998997516736	19.3019892582015	0	0	42.0194872771723	20.6043428230632	16.1515772547155
AT1G57570	17.4226507021725	18.841692699156	8.01611062155249	0	0	0	0	0	0	0	0	0	2.42342857466522	0	0	0	0	4.72875903086135	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57580	20.5497931358958	55.6487202975072	23.6029923856823	1.73803278668544	0	5.11040380862172	0	0	0	0	0	0	0	0	0	0	0	2.36437951543068	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57600	913.125590647194	862.336075161371	1030.07021486949	1179.54491789718	1132.07778443552	1105.5506905985	1056.21448347356	889.458956125233	1077.56448334383	655.67990991649	682.352331321309	774.444689074172	950.791810793654	823.887776914524	1045.06221926088	548.121549043642	641.329637557869	952.056818213419	906.273723243828	618.553826689535	692.653399752662	512.063361830605	421.58518865701	376.998696771757	458.793436983405	319.488343274183	202.158264047376	216.100220282601	275.348944999117	184.845828581744
AT1G57610	855.496822940008	868.908758661077	878.654792017948	699.268524509774	495.7858382191	639.368298723117	485.134917998027	440.722906188178	519.814646104018	539.330055291753	707.367284404372	518.095401749969	488.724762557486	548.812329057603	521.075591219215	686.096973458076	519.973062495123	572.179842734223	544.076472955166	468.094787765053	611.966089947889	508.474132658896	517.612926073329	656.762435552608	430.582837298341	405.657398514107	501.849023907083	590.273749845992	764.233806528161	500.69889489618
AT1G57650	3.12714243372327	0	0	0	0	0	0	0	3.0758263083078	0	0	0	0	8.70068326554737	0	3.78014861409408	0	3.15250602057423	0	0	2.09577428064346	0	4.68427987396678	0	0	0	0	0	0	0
AT1G08173	14.7422429018383	4.38178899980372	1.33601843692541	41.133442618222	43.489985808693	63.5961362850703	47.4957262375691	71.1166507712742	53.3143226773352	49.6910837459817	52.8093453975759	25.6349287324203	144.597904955025	69.6054661243789	66.2260877108221	227.753953999168	242.713150125492	193.090993760172	51.5194364634734	86.931889156367	121.55490827732	22.7317847541624	38.6453089602259	46.0586643114816	4.45430521343112	11.9310999562973	10.6399086340724	16.0074237246371	33.7161973468306	16.1515772547155
AT1G57720	30027.7151178776	29432.9148905815	28684.7611802676	33254.3606519147	34391.2117008097	34255.0367291914	27526.0350559207	28215.2807827609	27499.9377471439	24368.0226779685	23279.1932830209	19649.8474767879	26448.4916543713	23934.9103801927	26210.2477901677	29349.0738398265	28361.1201736054	22638.1457337436	22653.720691007	26309.1560951949	19224.5374763424	15696.8955776111	17220.5838866704	21178.4562010016	16586.347846413	16166.6404407828	14775.2864565153	18732.6876137565	16039.5443267173	15116.0816907187
AT1G57740	0	0	0	0	0	2.27129058160965	0	5.00821484304748	4.1011017444104	4.84791060936407	9.72803731007977	25.6349287324203	0	0	0	0	2.65744324954918	7.09313854629203	4.68358513304304	14.4886481927278	0	13.1605069629361	0	11.9411351918656	11.8781472358163	0	7.09327242271496	0	0	0
AT1G57750	1.34020390016711	0	0	0	0.669076704749123	0	1.13085062470403	0	0	0	0	0	3.23123809955363	0	0	0	0	0	3.12239008869536	0	0	0	0	0	0	13.2567777292192	0	0	0	0
AT1G57765	1823.12403886066	1994.15217381067	1551.11740527041	1647.07573751557	1165.53161967297	1377.53773774625	1506.29303210576	1643.69611148818	1288.77122318097	1687.0728920587	1577.33176384865	1609.60368304092	1979.1333359766	1864.62335213961	1745.89433426662	2462.76682208229	2172.0169492982	2023.90886520866	1884.36241852765	1990.51735940092	1868.38277119364	1816.14996088519	1966.22647709755	2052.1693765449	1236.81208092937	1285.90743973426	1558.74661489161	1484.68855046009	1807.56280220509	1564.90837401243
AT1G57820	4309.20227367066	4161.82319201357	4697.88616370873	2539.26590134742	2697.71727354847	2395.64374095278	398.059419895817	560.920062421318	715.642254399615	79.9905250545071	175.104671581436	117.380989458977	1354.69657323786	1572.1465377516	1940.93380137102	482.913985450519	773.315985618812	837.778474967603	375.467408165617	507.102686745474	365.712611972283	116.051743218619	151.068025935429	237.116827381331	126.205314380548	115.333966244207	93.9858596009732	22.010207621376	123.626056938379	53.8385908490516
AT1G57850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57943	6.70101950083557	21.0325871990578	4.00805531077624	6.95213114674175	0	8.51733968103619	0	8.01314374887597	4.1011017444104	0	0	0	0	0	0	34.9663746803703	33.660947827623	13.3981505874405	13.2701578769553	12.2596253938466	4.19154856128691	0	9.36855974793355	0	11.8781472358163	5.30271109168768	0	0	0	0
AT1G58007	2.68040780033423	4.38178899980372	1.78135791590055	6.37278688451327	3.34538352374562	5.11040380862172	4.5234024988161	0	0	0	0	0	22.6186666968754	2.67713331247611	7.27759205613429	0	0	0	0	3.34353419832181	0	0	0	0	0	0	0	0	0	0
AT1G58010	0	1.75271559992149	0	0	0	0	11.3085062470403	0	0	0	0	0	0	2.67713331247611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58025	1611.37182263426	1604.17295282814	1696.74341489528	1185.33836051947	1321.42649187952	1291.79651829049	1613.72384145265	1387.27551152415	1510.23071737913	2381.5360868501	2504.27474753768	2307.14358591783	1071.15543000203	1164.55299092711	1210.26355893513	783.435800270999	887.586045349427	1157.75783605589	1205.24257423641	1207.01584559417	1372.73215382146	1990.82578057506	2017.75355571119	1647.87665647745	2968.0520405496	2908.53703379069	2966.76119080053	3891.80489305239	3823.04215471563	3811.77223211285
AT1G08187	0	1.31453669994111	1.78135791590055	2.31737704891392	0	2.27129058160965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58050	74.1579491425803	85.8830643961528	80.1611062155249	19.6977049157683	14.7196875044807	26.6876643339134	0	0	0	0	0	0	16.9640000226565	18.0706498592138	10.188628878588	0	13.2872162477459	11.0337710720098	0	0	5.23943570160864	0	0	0	0	0	0	0	0	0
AT1G58055	4.91408096727942	5.25814679976446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57625301028712	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58180	1002.02578269161	886.874093560272	1335.12775796746	1357.98295066355	1343.50602313624	1733.56253641357	1148.94423469929	1050.72347407136	1185.21840413461	1215.61358529804	1409.17569034584	1700.00053699208	1534.83809728797	1602.26428751695	1715.32844763085	823.127360718986	826.464850609795	1337.45067922862	1106.8872864425	930.617018532904	1779.31236426629	1843.66738453496	1511.85132932278	1468.75962859947	2002.95257763953	2258.95492505895	3777.16756509572	2277.05602482962	3375.36597883271	4190.43698775118
AT1G58190	0	4.38178899980372	1.78135791590055	17.9596721290829	18.7341477329755	28.9589549155231	11.3085062470403	0	13.3285806693338	0	5.55887846290272	5.39682710156217	0	12.7163832342615	8.00535126174772	3.78014861409408	0	0	0	11.145113994406	0	0	0	10.2352587358848	7.4238420223852	0	0	0	0	0
AT1G58223	0	0	0	0	0	0	0	0	0	0	0	6.74603387695272	2.42342857466522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0027838967389	0	0
AT1G58225	0	0	0	0	0	2.27129058160965	0	0	0	0	0	0	0	0	6.54983285052086	0	0	0	7.8059752217384	0	0	0	0	0	0	0	0	0	0	0
AT1G58230	3288.41363637671	3254.7928690542	3225.14850673795	3666.66983564404	4148.27556944456	3272.92972809951	4154.74519516259	4067.67209552316	3895.02138175378	3273.55163897309	3905.11212018916	3027.62000397638	3391.99219500642	3780.11223721627	3631.51843601101	3332.20100332393	3307.63103127221	3821.62542344111	3619.63071032009	3105.02875884152	3709.52047673892	3780.65472753438	3423.03751790122	2459.87384952431	4020.75283932382	5038.90121487622	2775.24283538723	2703.25368149809	3262.97865434328	2731.41117574189
AT1G58235	1320.99431093139	1217.69916304545	1035.4142886172	2939.01344228507	3444.40687604849	3590.34258687946	9850.83979179677	9775.03373066007	9013.19635877796	10226.6674304535	10909.2989834466	8207.22481470068	3652.10686202049	3743.30165416973	2821.52244016327	6772.13624214955	5461.93169224008	4545.1255551629	6969.17467796804	9244.8720583598	7038.65792154104	8551.93670646067	9569.98378251413	13249.5424336029	9707.41582847088	8423.35656914588	7751.17343992177	7817.62556151963	9210.14124190923	8196.02814692062
AT1G58248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57625301028712	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58250	5394.76743280603	5372.94967155932	5387.27167716225	6227.95081895615	7224.69025788103	6101.82214749433	9365.70487379874	9027.80807607739	9265.4141160592	7933.6057122243	8698.25507482704	7660.79607066751	5579.54038840422	6666.06194806552	6017.11311201183	4568.3096001327	5216.56109886504	6368.85028806509	7130.75836505803	5167.98935920608	6691.80727809455	7424.91874654378	6780.49511756691	5201.21731428546	10887.8067100301	11066.7580483522	7009.92647174806	6841.17271431677	6926.80543269887	7079.77469665029
AT1G58280	272.508126367313	293.141684086869	271.211742695859	101.964590152212	86.3108949126369	85.7412194557644	74.6361412304657	72.1182937398837	89.1989629409262	107.866011058351	138.971961572568	195.634982431629	42.8139048190855	75.6290160774502	24.0160537852432	54.8121549043642	43.4049064093033	36.2538192366037	60.8866067295595	62.4126383686738	102.692939751529	156.72967383133	66.7509882040266	146.705375214349	132.144387998456	70.2609219648617	101.079132023688	74.0343347264465	78.6711271426048	75.3740271886723
AT1G58310	0	0	2.67203687385083	5.79344262228479	8.6979971617386	0	12.4393568717443	8.01314374887597	6.1516526166156	0	23.6252334673366	10.7936542031243	12.9249523982145	10.0392499217854	8.73311046736115	3.78014861409408	9.74395858168033	9.4575180617227	21.8567306208675	8.91609119552482	20.9577428064346	10.7676875151296	12.8817696534086	18.7646410157888	10.3933788313393	14.5824555021411	3.54663621135748	0	0	10.7677181698103
AT1G58350	2623.22576726043	2671.57675318033	2675.59958968263	3272.71573732868	3398.90966012555	3205.35883329662	3695.61984153276	3557.83582450093	3901.17303437039	2634.83941618937	2418.11213136268	2238.33404037291	3106.02762319592	2982.32651009839	3360.79201152282	3150.75386984742	2893.95569875906	3478.00226719852	3031.06017860102	2763.9882706127	2738.12909766067	2304.28512823772	2124.32092284393	2180.11011074346	2391.96189961251	2032.2640258893	1344.17512410448	1468.68112673545	1245.62617975791	1310.07237732692
AT1G58390	0	0	0	4.05540983559935	0	0	0	0	9.2274789249234	9.69582121872814	0	0	0	0	6.54983285052086	7.56029722818816	5.31488649909836	6.30501204114847	0	0	14.6704199645042	0	0	0	0	0	0	0	0	0
AT1G58400	11.615100468115	9.2017568995878	12.4695054113039	12.7455737690265	32.1156818279579	7.38169439023137	30.5329668670087	8.01314374887597	20.505508722052	55.7509720076868	79.2140180963638	25.6349287324203	17.7718095475449	6.69283328119028	21.1050169627895	21.735854531041	17.7162883303279	21.2794156388761	33.5656934534751	31.2063191843369	15.7183071048259	90.9271390166496	66.7509882040266	15.3528881038272	35.6344417074489	35.7932998688918	53.1995431703622	44.020415242752	50.5742960202459	53.8385908490516
AT1G58450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58460	20.5497931358958	6.1345045997252	25.3843503015829	4.05540983559935	16.057840913979	10.2208076172434	0	0	0	0	0	0	3.23123809955363	13.3856665623806	7.27759205613429	3.78014861409408	3.54325766606557	5.51688553600491	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58520	1375.04920157146	1502.51544803269	1380.9977243019	1448.3606555712	1615.82024196913	1462.14331191121	695.473134192976	870.427739721652	1051.93259744127	601.140915561145	604.528032840671	689.444662224568	1814.34019289936	1568.13083778288	2095.21875296106	777.765577349857	825.579036193279	2004.20570258007	988.236463072081	655.332702871075	1193.54345282645	1032.50159172853	735.431940212784	614.115524153088	1661.45584460981	1747.24330471109	1157.97672300822	770.357266748159	857.889910269357	990.63007162255
AT1G58643	6.25428486744654	3.94361009982334	4.00805531077624	6.37278688451327	2.67630681899649	5.11040380862172	2.26170124940805	0	4.1011017444104	3.63593295702305	8.33831769435409	4.04762032617163	4.03904762444203	12.0470999061425	9.46086967297458	0	2.65744324954918	5.51688553600491	3.9029876108692	3.34353419832181	0	4.78563889561314	2.34213993698339	0	0	3.97703331876576	0	0	0	0
AT1G58766	1.78693853355615	7.88722019964669	4.45339478975138	0	2.67630681899649	0	0	4.00657187443799	0	0	0	0	0	0	1.45551841122686	0	0	0	0	0	3.14366142096518	0	0	0	0	3.97703331876576	0	0	0	0
AT1G58807	364.088726212066	287.007179487143	400.805531077624	638.437376975784	744.013295681025	628.011845815069	607.266785466062	709.163221775523	495.208035637556	223.003888030747	277.943923145136	352.142968376932	573.544762670769	722.156711040432	661.533117902607	438.497239234914	369.384611687336	597.399890898817	726.736293143845	605.179689896248	500.890053073786	473.7782506657	361.860620263934	204.705174717696	406.826542826709	389.749265239044	141.865448454299	214.099292317021	131.118545237675	161.515772547155
AT1G58848	487.83421966083	396.990083382217	508.132345510633	865.540327769348	995.586136666695	803.469043244414	721.482698561169	863.416238941386	903.267659206391	330.869899089098	447.489716263669	493.809679792939	905.554477399904	1205.37927394237	1090.91104921453	725.788533906064	606.78287531373	838.566601472746	1177.92166096032	706.600227245342	1033.21672035722	732.20275102881	539.863255474671	428.174990451181	798.805401608647	642.953719867131	305.010714176743	264.122491456512	232.267137278167	265.603714855321
AT1G59030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59077	1.34020390016711	11.3926513994897	4.00805531077624	0	3.34538352374562	0	0	5.00821484304748	0	0	0	0	0	0	1.45551841122686	0	0	0	0	0	4.19154856128691	3.58922917170985	0	0	0	3.97703331876576	0	0	0	5.38385908490516
AT1G59124	375.703826680181	355.801266784062	492.100124267528	784.432131057361	833.000497412658	765.992748647855	689.818881069456	868.424453784433	747.425792918795	284.814748300139	361.327100088677	389.920758087867	804.578286788853	900.855359648212	922.070913512215	498.034579906895	479.225599335369	710.101981134346	1058.49024006773	907.212279144651	730.377336804244	614.954598086288	491.849386766512	303.646009164582	731.99082340718	481.221031570657	189.745037307625	256.118779594193	204.170306155808	177.66734980187
AT1G59171	0	0	0	1.73803278668544	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15250602057423	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59218	291.270980969653	354.486730084121	345.583435684707	676.674098282864	841.029417869648	691.040159454737	658.155063577743	749.228940519903	814.068696265464	332.081876741439	237.642054289091	334.603280296855	780.344001042201	659.913361525362	812.907032670201	294.851591899338	516.429804829058	700.644463072623	928.911051386869	743.379103426882	420.202743269013	585.044354988706	487.165106892545	329.234156004294	669.630550419145	367.212743099372	120.585631186154	168.077949108689	164.834742584505	218.943602786143
AT1G59312	4.46734633389038	3.50543119984297	4.45339478975138	6.37278688451327	4.01446022849474	7.94951703563378	2.26170124940805	0	5.126377180513	2.42395530468203	6.9485980786284	4.04762032617163	5.65466667421885	4.01569996871417	4.36655523368058	0	5.31488649909836	8.66939155657914	7.02537769956456	3.34353419832181	0	4.78563889561314	3.51320990547508	0	0	3.97703331876576	0	0	0	0
AT1G59453	1.78693853355615	8.76357799960743	3.56271583180111	0	2.00723011424737	0	0	4.00657187443799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59470	3.12714243372327	6.1345045997252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36437951543068	0	0	8.38309712257382	8.37486806732299	0	0	0	9.27974441045344	0	0	0	0
AT1G59500	3.57387706711231	32.4252385985475	3.11737635282597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59520	2117.52216226404	2104.57325660572	2195.96897082641	2194.55606532148	2496.32518541898	2334.88671789472	2993.36160359156	2941.82539880609	2851.29098780133	2972.98118119252	3076.83922921666	3332.54073521464	2168.96857432537	2275.5633156047	2278.61407277565	1639.63946136331	1849.58050168623	2428.2177623473	2601.73154140541	2080.79278275561	2126.16300771279	2711.06443436484	2144.22911230829	1797.99378460376	2411.26388887071	2432.61871331172	2489.73862037295	2159.00127486043	2232.76151319012	2693.72416214755
AT1G59620	237.662824962968	238.369321589322	236.029923856823	271.133114722928	276.328679061388	219.747363770734	145.879730586819	137.225086699501	92.274789249234	121.197765234102	166.766353887082	160.555606271475	162.36971450257	178.029365279662	229.24414976823	78.4380837424522	75.2942254038935	180.480969677875	120.212018414771	83.5883549580452	158.230958188581	166.300951622556	94.8566674478272	93.823205078944	132.144387998456	108.705577379597	85.1192690725795	30.0139194836945	67.4323946936613	66.4009287138303
AT1G59630	14.2955082684492	17.0889770992345	24.9390108226077	5.79344262228479	6.69076704749123	13.6277434896579	7.91595437292818	11.0180726547045	8.2022034888208	7.2718659140461	11.1177569258054	21.5873084062487	11.3093333484377	12.7163832342615	2.18327761684029	11.3404458422822	7.97232974864754	30.7369337005988	9.36717026608608	0	13.6225328241825	23.9281944780657	29.2767492122924	25.588146839712	17.8172208537245	15.908133275063	17.7331810567874	14.0064957590574	16.8580986734153	8.97309847484194
AT1G59660	1702.05895321224	1708.89770992345	1505.24743893597	1183.02098347055	1073.19903441759	854.573081330632	798.380541041043	882.447455344966	900.191832898083	607.20080382285	871.354199060002	628.730357331993	832.043810635059	1009.27925880349	1062.52844019561	919.521150378386	1140.0431540566	937.870541120834	597.157104462987	737.806546429679	763.909725294539	655.632528699	726.063380464851	699.409346952128	700.810686913162	725.14574178829	480.569206638938	794.368402335115	964.657868534321	685.544723477924
AT1G59690	0	0	0	0	0	4.5425811632193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59723	0	10.5162935995289	4.89873426872652	2.31737704891392	0	2.27129058160965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59724	10.7216312013369	40.7506376981746	5.7894132266768	13.9042622934835	0	12.4920981988531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78014861409408	0	0	3.12239008869536	7.80157979608422	0	0	0	27.2940232956928	0	0	0	0	0	0
AT1G59750	4679.54528475018	4229.74092151053	4983.3487697318	5964.92852390442	6393.02791387787	6416.96371569267	6557.80277265865	6729.0374631186	7367.62928383328	7857.25112012682	8121.52143430088	8042.62158810303	4814.5447683349	5559.06732335665	5757.30307560784	5362.14080909246	5220.10435653111	5888.09311992752	6386.06832890418	6129.81269692332	5797.95954740012	7446.45412157404	6753.5605082916	6687.03570744474	9754.92841741415	10018.1469299709	8788.56453174383	10835.0249336137	11311.7842098617	11690.1526930241
