Gene1	Gene2	Corr_strength
AT1G52560	AT2G19310	0.8427945108603079
AT1G52560	AT2G47180	0.831925328997534
AT1G52560	AT5G47830	0.9048752569031016
AT1G52560	AT4G29770	0.9105970141034079
AT1G52560	ATMG00630	0.8249114219204315
AT1G52560	AT5G09590	0.8041881237226061
AT1G52560	AT1G59980	0.9300075551178036
AT1G52560	AT1G03070	0.8761833541263911
AT1G52560	AT3G07150	0.8754478223298016
AT1G52560	AT5G07330	0.9021056580581658
AT1G52560	AT3G53230	0.8745893491716906
AT1G52560	AT4G19430	0.8634971015317825
AT1G52560	AT1G07500	0.872155558046118
AT1G52560	AT1G44414	0.8694788537570208
AT1G52560	AT3G22090	0.8486546305659393
AT1G52560	AT2G25140	0.8106963341347511
AT1G52560	AT5G15250	0.8669802786267251
AT1G52560	AT5G27660	0.9311841781666452
AT1G52560	AT3G25650	0.8711708381684937
AT1G52560	ATMG00640	0.800982246338294
AT1G52560	ATMG00650	0.8092577811093944
AT1G52560	AT2G07675	0.8057477190543192
AT1G52560	AT1G01940	0.9004969233315768
AT1G52560	257239_at	0.8770567904995854
AT1G52560	AT1G76280	0.8001121692028258
AT1G52560	AT4G23885	0.8906114531694476
AT1G52560	ATMG00690	0.8068044400864544
AT1G52560	AT2G30000	0.8973091891440997
AT1G52560	AT3G23990	0.8164052126282035
AT1G52560	AT2G15790	0.8117920798881156
AT1G52560	AT2G21940	0.8241086603156194
AT1G52560	AT3G03520	0.8722870671897898
AT1G52560	AT3G52830	0.8443488115783971
AT1G52560	AT4G26780	0.92750445442396
AT1G52560	AT5G58787	0.9423254765096305
AT1G52560	AT3G07770	0.8499205809852669
AT5G23240	AT2G40080	0.9483844231002498
AT5G23240	AT5G42900	0.9470145488885368
AT5G23240	AT5G62360	0.893794883988765
AT5G23240	AT4G34950	0.8276717401432493
AT5G23240	AT3G07650	0.8812412067374803
AT5G23240	AT4G33980	0.9650521966339783
AT5G23240	AT2G21660	0.9653874166037388
AT5G23240	AT1G07050	0.8761491333735628
AT5G23240	AT4G04330	0.9445706901132245
AT5G23240	AT1G17665	0.9268941229122887
AT5G23240	AT1G11210	0.9456896244682352
AT5G23240	AT2G23910	0.8508347594416813
AT5G23240	AT3G62550	0.8460931657235498
AT5G23240	AT5G24470	0.8698610710508552
AT5G23240	AT2G39920	0.9005401223342661
AT5G23240	AT4G30650	0.9069393965517168
AT5G23240	AT2G40750	0.800096113691036
AT5G23240	AT2G38465	0.818117331393696
AT5G23240	AT4G33985	0.8029506017292016
AT5G23240	AT4G16146	0.9874153351079231
AT5G23240	AT2G22450	0.9601828795096721
AT5G23240	AT2G33830	0.827721866217385
AT5G23240	AT3G04010	0.8089881805823651
AT5G23240	AT4G30660	0.9290692325278733
AT5G23240	AT1G19370	0.90223498482271
AT5G23240	AT3G46970	0.9478262275141688
AT5G23240	AT2G47890	0.8721856220753024
AT5G23240	AT2G28085	0.8634955850186394
AT5G23240	AT2G42530	0.9036056791977443
AT5G23240	AT5G60100	0.9318613480061434
AT5G23240	AT2G28900	0.9063007713268557
AT5G23240	AT5G06690	0.893235641360392
AT5G23240	AT4G09020	0.974115732522793
AT5G23240	AT1G49230	0.8433699444135375
AT5G23240	AT1G76790	0.8653275464889878
AT5G23240	AT4G12280	0.9351100426803528
AT5G23240	AT1G49720	0.8998024975279412
AT5G23240	AT4G26670	0.9479215315147408
AT5G23240	AT1G28050	0.9224480708471681
AT5G23240	AT2G25930	0.9271287020632771
AT5G23240	AT4G01130	0.9455897196560314
AT5G23240	AT2G40340	0.8589586475788029
AT5G23240	AT3G20810	0.8002977687312791
AT5G23240	AT1G64890	0.9138873007611162
AT5G23240	AT3G63160	0.851003351730658
AT5G23240	AT1G10760	0.9537962365510799
AT5G23240	AT3G47860	0.9561372806953766
AT5G23240	AT5G64860	0.9210371516477287
AT5G23240	AT5G40180	0.8046871571400305
AT5G23240	AT4G32340	0.9661699978625359
AT5G23240	AT5G26570	0.9616769412567829
AT5G23240	AT5G59570	0.8283252428630449
AT5G23240	AT5G15960	0.939335285767111
AT5G23240	AT5G61380	0.9644726019714027
AT5G23240	AT5G54960	0.8804621811470281
AT5G23240	AT2G20480	0.8430986647775424
AT5G23240	AT5G39410	0.9827948229293969
AT5G23240	AT5G44010	0.8673676778215581
AT5G23240	AT5G48250	0.8827282050555174
AT5G23240	AT3G50120	0.8206866983771096
AT5G23240	AT2G25730	0.9622353453840414
AT5G23240	AT2G28840	0.9353274997858645
AT5G23240	AT1G29395	0.9052265270810181
AT5G23240	AT3G21470	0.8020303923806648
AT5G23240	AT3G26740	0.8871176000304617
AT5G23240	AT5G23660	0.9500044833388758
AT5G23240	AT5G51570	0.9580329093691874
