Gene1	Gene2	Corr_strength
AT5G12020	AT4G29770	0.9153321859106441
AT5G12020	AT1G01940	0.9100199156923243
AT5G12020	257239_at	0.9188631423350518
AT2G29500	AT1G53540	0.9848644981523118
AT2G29500	AT4G10250	0.9456390412185587
AT2G29500	AT5G12030	0.940059811708932
AT2G29500	AT3G46230	0.9833050758991951
AT2G29500	AT4G25200	0.9228960120868756
AT2G29500	AT4G12400	0.9223562918997301
AT2G29500	AT1G72660	0.9191947380831167
AT2G29500	254414_at	0.9035601455152705
AT2G29500	257239_at	0.9164854617932435
AT2G29500	AT2G30000	0.9053368473108877
AT1G52560	AT1G53540	0.9417318503843156
AT1G52560	AT4G10250	0.9159104825288226
AT1G52560	AT5G12030	0.9133376243769172
AT1G52560	AT3G46230	0.942646709618959
AT1G52560	AT4G25200	0.9497469291217836
AT1G52560	AT1G72660	0.9721205868421793
AT1G52560	254414_at	0.9548915197401977
AT1G52560	AT2G32120	0.9485237102176481
AT1G52560	AT1G17870	0.9305709178396774
AT1G52560	AT5G47830	0.9048752569031016
AT1G52560	AT4G29770	0.9105970141034079
AT1G52560	AT1G59980	0.9300075551178036
AT1G52560	AT5G07330	0.9021056580581658
AT1G52560	AT5G27660	0.9311841781666452
AT1G52560	AT1G01940	0.9004969233315768
AT1G52560	AT4G26780	0.92750445442396
AT1G52560	AT5G58787	0.9423254765096305
AT5G23240	AT2G40080	0.9483844231002498
AT5G23240	AT5G42900	0.9470145488885368
AT5G23240	AT4G33980	0.9650521966339783
AT5G23240	AT2G21660	0.9653874166037388
AT5G23240	AT4G04330	0.9445706901132245
AT5G23240	AT1G17665	0.9268941229122887
AT5G23240	AT1G11210	0.9456896244682352
AT5G23240	AT2G39920	0.9005401223342661
AT5G23240	AT4G30650	0.9069393965517168
AT5G23240	AT4G16146	0.9874153351079231
AT5G23240	AT2G22450	0.9601828795096721
AT5G23240	AT4G30660	0.9290692325278733
AT5G23240	AT1G19370	0.90223498482271
AT5G23240	AT3G46970	0.9478262275141688
AT5G23240	AT2G42530	0.9036056791977443
AT5G23240	AT5G60100	0.9318613480061434
AT5G23240	AT2G28900	0.9063007713268557
AT5G23240	AT4G09020	0.974115732522793
AT5G23240	AT4G12280	0.9351100426803528
AT5G23240	AT4G26670	0.9479215315147408
AT5G23240	AT1G28050	0.9224480708471681
AT5G23240	AT2G25930	0.9271287020632771
AT5G23240	AT4G01130	0.9455897196560314
AT5G23240	AT1G64890	0.9138873007611162
AT5G23240	AT1G10760	0.9537962365510799
AT5G23240	AT3G47860	0.9561372806953766
AT5G23240	AT5G64860	0.9210371516477287
AT5G23240	AT4G32340	0.9661699978625359
AT5G23240	AT5G26570	0.9616769412567829
AT5G23240	AT5G15960	0.939335285767111
AT5G23240	AT5G61380	0.9644726019714027
AT5G23240	AT5G39410	0.9827948229293969
AT5G23240	AT2G25730	0.9622353453840414
AT5G23240	AT2G28840	0.9353274997858645
AT5G23240	AT1G29395	0.9052265270810181
AT5G23240	AT5G23660	0.9500044833388758
AT5G23240	AT5G51570	0.9580329093691874
AT5G23240	AT3G05880	0.9544285378056826
AT5G23240	AT3G10410	0.9716552629303685
AT5G23240	AT5G57110	0.948534803002941
AT5G23240	AT5G27280	0.9090282754708647
AT5G23240	AT2G45560	0.9276770031821585
AT5G23240	AT3G52180	0.9284451954978402
AT5G23240	AT2G29630	0.9552785413032305
AT5G23240	AT1G67660	0.918995295875532
AT5G23240	AT4G18240	0.9465036665828499
AT5G23240	AT2G17840	0.9333874230236933
AT5G23240	AT5G14550	0.9717444714260589
AT5G23240	AT5G02860	0.9163564919838277
AT5G23240	AT1G79440	0.9272217209114141
AT5G23240	AT4G33700	0.9450568409892266
AT5G23240	AT1G27630	0.948914878543696
AT5G23240	AT1G26665	0.9441627507901881
AT5G23240	AT5G62720	0.9233270816511774
AT5G23240	AT5G03240	0.9128220569417095
AT5G23240	AT4G17140	0.912972633426497
AT5G23240	AT1G51610	0.9056166341251874
AT5G23240	AT1G48210	0.9528613021208144
AT5G23240	AT5G18540	0.9534180099565972
AT5G23240	AT1G69830	0.9232198355567058
AT5G23240	AT1G31850	0.9133794617045327
AT5G23240	AT3G14310	0.9084930065745105
AT5G23240	AT2G01170	0.9314998484165365
AT5G23240	AT2G02100	0.9187154878548938
AT5G23240	AT3G58570	0.9467449537209235
AT5G23240	AT3G16180	0.916093364100201
AT5G23240	AT3G01310	0.9050552803321348
AT5G23240	AT4G19390	0.9457465966621358
AT5G23240	AT1G06460	0.9164295957239325
AT5G23240	AT3G46440	0.9047620470778945
AT5G23240	AT5G63420	0.9739730439973115
AT5G23240	AT2G19450	0.9325888450977005
AT5G23240	AT4G33490	0.972256666105394
AT5G23240	AT5G27930	0.9011452980680325
AT1G53540	AT4G10250	0.9638845165806585
AT1G53540	AT5G12030	0.9444050260110637
AT1G53540	AT3G46230	0.9902594176587978
AT1G53540	AT4G25200	0.9435340117999853
AT1G53540	AT4G12400	0.9287015934290487
AT1G53540	AT1G72660	0.9429783250552026
AT1G53540	254414_at	0.9373234460637258
AT1G53540	AT1G01940	0.9004847653210706
AT1G53540	257239_at	0.9349980564115445
AT1G53540	AT2G30000	0.9152145480752892
AT4G10250	AT3G46230	0.9493152890715901
AT4G10250	AT1G72660	0.9188308732569395
AT4G10250	AT2G07675	0.9081696107570693
AT4G10250	257239_at	0.9083613249999116
AT4G10250	AT2G30000	0.9491175911675697
AT5G12030	AT3G46230	0.9603040566667219
AT5G12030	AT4G25200	0.9457992784079697
AT5G12030	AT1G59860	0.9155859575674741
AT5G12030	AT4G12400	0.9318505086571155
AT5G12030	AT1G72660	0.9168331471510599
AT5G12030	AT5G48570	0.9259666886241632
AT5G12030	254414_at	0.925439381114356
AT5G12030	AT5G25450	0.9022951658680705
AT5G12030	AT2G32120	0.9050360178536683
AT5G12030	AT5G47830	0.9032914606999843
AT3G46230	AT4G25200	0.9590514880661297
AT3G46230	AT1G59860	0.9015491531452257
AT3G46230	AT4G12400	0.9578077999578238
AT3G46230	AT1G72660	0.9563011400428916
AT3G46230	AT5G48570	0.9111391416702759
AT3G46230	254414_at	0.9476813184331853
AT3G46230	AT1G17870	0.913900897025458
AT3G46230	AT5G47830	0.922303014916145
AT3G46230	AT4G29770	0.9102260780935589
AT3G46230	AT1G01940	0.923651822787725
AT3G46230	257239_at	0.9406622346489156
AT3G46230	AT2G30000	0.9177064928254053
AT2G40080	AT5G42900	0.9421488243864641
AT2G40080	AT4G33980	0.9551364359661734
AT2G40080	AT1G07050	0.9375167227029675
AT2G40080	AT4G04330	0.9075299782512529
AT2G40080	AT1G17665	0.9179271003105305
AT2G40080	AT1G11210	0.9362411579466506
AT2G40080	AT2G23910	0.9058948387731914
AT2G40080	AT4G30650	0.977633143590958
AT2G40080	AT4G16146	0.9579613373544081
AT2G40080	AT2G22450	0.9341978463760382
AT2G40080	AT4G30660	0.9211846773193216
AT2G40080	AT3G46970	0.9590595787367062
AT2G40080	AT2G42530	0.94987017855282
AT2G40080	AT5G60100	0.9628092724471335
AT2G40080	AT2G28900	0.9741482275401866
AT2G40080	AT4G09020	0.9663646081849208
AT2G40080	AT1G76790	0.9230757419058488
AT2G40080	AT4G12280	0.9539899228245969
AT2G40080	AT3G63160	0.9347182900173366
AT2G40080	AT1G10760	0.9226680719174004
AT2G40080	AT3G47860	0.9257372025748234
AT2G40080	AT4G32340	0.9675373569846137
AT2G40080	AT5G26570	0.9894709176009797
AT2G40080	AT5G15960	0.9086433612029025
AT2G40080	AT5G61380	0.9433587870180423
AT2G40080	AT5G39410	0.9278443206263456
AT2G40080	AT2G25730	0.9210957598752907
AT2G40080	AT2G28840	0.9050044158670199
AT2G40080	AT1G29395	0.9197583611301152
AT2G40080	AT5G23660	0.9376592039040524
AT2G40080	AT5G51570	0.9130006790512015
AT2G40080	AT1G51090	0.9323486051041652
AT2G40080	AT3G05880	0.9175896753118673
AT2G40080	AT3G10410	0.9690668557019753
AT2G40080	AT5G57110	0.9551641043706091
AT2G40080	AT3G52180	0.9547350646813495
AT2G40080	AT4G18240	0.9533094090764327
AT2G40080	AT5G14550	0.9041994946001393
AT2G40080	AT5G11150	0.958342350840925
AT2G40080	AT1G79440	0.9391086191168428
AT2G40080	AT4G33700	0.9184100523203393
AT2G40080	AT1G26665	0.925072236076226
AT2G40080	AT2G43550	0.9177921850746056
AT2G40080	AT4G17140	0.9570402851934832
AT2G40080	AT3G55450	0.9383830945830386
AT2G40080	AT1G48210	0.932310755355591
AT2G40080	AT5G18540	0.9239549304592919
AT2G40080	AT1G69830	0.9222299218977719
AT2G40080	AT1G49220	0.9347193540192048
AT2G40080	AT1G31850	0.9545035927736245
AT2G40080	AT2G02100	0.953837428405986
AT2G40080	AT3G58570	0.9238955472748821
AT2G40080	AT3G16180	0.9471019068118035
AT2G40080	AT2G43535	0.9107686300997311
AT2G40080	AT1G53035	0.9361479021676252
AT2G40080	AT4G11600	0.902942529749204
AT2G40080	AT4G19390	0.9508041630602593
AT2G40080	AT1G06460	0.9037069026814085
AT2G40080	AT3G46440	0.942876683098993
AT2G40080	AT5G63420	0.9420055819900194
AT2G40080	AT4G33490	0.9378152625892376
AT5G42900	AT4G33980	0.958142560594319
AT5G42900	AT2G21660	0.9130001401662509
AT5G42900	AT1G07050	0.9350704276409929
AT5G42900	AT1G17665	0.9786597706577747
AT5G42900	AT1G11210	0.9014593474312124
AT5G42900	AT2G23910	0.9191433805832794
AT5G42900	AT4G30650	0.9022998966660107
AT5G42900	AT4G16146	0.9609669429565731
AT5G42900	AT2G22450	0.9120037183221636
AT5G42900	AT5G60100	0.9226010287883903
AT5G42900	AT4G09020	0.9263424201138983
AT5G42900	AT1G76790	0.9051214125892247
AT5G42900	AT4G12280	0.9135808411904563
AT5G42900	AT2G25930	0.9044229700271049
AT5G42900	AT3G47860	0.9138230343277814
AT5G42900	AT4G32340	0.9388714971462727
AT5G42900	AT5G26570	0.9387316972578781
AT5G42900	AT5G15960	0.928720666031018
AT5G42900	AT5G61380	0.9757781661878261
AT5G42900	AT5G39410	0.9403805698942175
AT5G42900	AT5G48250	0.917706837712525
AT5G42900	AT2G25730	0.9295891881241967
AT5G42900	AT5G23660	0.9622864069655735
AT5G42900	AT5G51570	0.922493422705726
AT5G42900	AT3G05880	0.9235370396726315
AT5G42900	AT3G10410	0.9673309293787261
AT5G42900	AT5G57110	0.9662651585892943
AT5G42900	AT2G29630	0.9243672914798688
AT5G42900	AT4G18240	0.9164986509969301
AT5G42900	AT5G14550	0.9246406581376513
AT5G42900	AT1G79440	0.9372923017813363
AT5G42900	AT4G33700	0.9224883714167947
AT5G42900	AT1G26665	0.946349770345305
AT5G42900	AT4G17140	0.9212063465756205
AT5G42900	AT3G55450	0.9104897493566911
AT5G42900	AT1G48210	0.9577538474963737
AT5G42900	AT5G18540	0.9420002437213183
AT5G42900	AT1G68050	0.9085533304747692
AT5G42900	AT2G02100	0.9043746595844139
AT5G42900	AT3G16180	0.901000406131993
AT5G42900	AT4G19390	0.9143797527369794
AT5G42900	AT5G63420	0.9622767325469065
AT5G42900	AT2G19450	0.9051262832584889
AT5G42900	AT4G33490	0.9513944850534728
AT5G62360	AT4G34950	0.9038765549767076
AT5G62360	AT2G21660	0.9472291792603239
AT5G62360	AT4G04330	0.9131606233268529
AT5G62360	AT5G24470	0.9462797295432026
AT5G62360	AT4G16146	0.9020043851893308
AT5G62360	AT2G22450	0.9156820825273514
AT5G62360	AT3G04010	0.9017218857305095
AT5G62360	AT4G30660	0.9142482098210601
AT5G62360	AT1G19370	0.9106569813454017
AT5G62360	AT3G46970	0.901580982105581
AT5G62360	AT2G47890	0.9451533641558845
AT5G62360	AT5G06690	0.923949042636942
AT5G62360	AT4G09020	0.9089820678367289
AT5G62360	AT1G49720	0.9373910781823046
AT5G62360	AT4G26670	0.9238733096856625
AT5G62360	AT4G01130	0.9080013473408841
AT5G62360	AT1G10760	0.9414196153691494
AT5G62360	AT3G47860	0.9188997598022391
AT5G62360	AT5G64860	0.9288002531750453
AT5G62360	AT5G15960	0.9228619282631939
AT5G62360	AT5G39410	0.938837153000163
AT5G62360	AT5G44010	0.9095495344335521
AT5G62360	AT2G25730	0.9196687041501393
AT5G62360	AT2G28840	0.9505010409171748
AT5G62360	AT5G51570	0.9559891892930119
AT5G62360	AT4G39090	0.9100015113387614
AT5G62360	AT2G31360	0.9287891567666939
AT5G62360	AT3G05880	0.9452206827896393
AT5G62360	AT5G27280	0.9073122819231545
AT5G62360	AT2G45560	0.9294001209926089
AT5G62360	AT2G16660	0.9106182970465885
AT5G62360	AT2G29630	0.9111130711790065
AT5G62360	AT1G67660	0.956081912394358
AT5G62360	AT5G14920	0.9061355622537063
AT5G62360	AT2G17840	0.9613717162938271
AT5G62360	AT5G14550	0.905005319386819
AT5G62360	AT5G02860	0.9329354816645082
AT5G62360	AT1G79440	0.9416070075861259
AT5G62360	AT1G27630	0.9429821401509033
AT5G62360	AT4G02370	0.926762754664883
AT5G62360	AT5G03240	0.9024196286077634
AT5G62360	AT2G15970	0.9198520112390102
AT5G62360	AT3G14310	0.9139930880037561
AT5G62360	AT2G01170	0.9147007810126467
AT5G62360	AT2G39900	0.9058163874751226
AT5G62360	AT3G58570	0.9385667570064666
AT5G62360	AT3G16180	0.9162218631582346
AT5G62360	AT3G01310	0.9380142863356024
AT5G62360	AT3G26580	0.9134851551417541
AT5G62360	AT1G12845	0.9098623217477959
AT5G62360	AT1G70420	0.9049548645592703
AT5G62360	AT4G05330	0.9395842602526808
AT5G62360	AT1G21680	0.9048781241172189
AT5G62360	AT4G11600	0.9550103496282124
AT5G62360	AT1G13930	0.9028476615866547
AT5G62360	AT5G63420	0.9045476940572796
AT5G62360	AT2G19450	0.9000826870953479
AT5G62360	AT4G33490	0.9127214341827681
AT5G62360	AT4G14230	0.9171779891223488
AT4G34950	AT3G46970	0.9108468331861342
AT4G34950	AT2G47890	0.918689903260499
AT4G34950	AT2G28840	0.9263787825975068
AT4G34950	AT4G18240	0.9008492636756321
AT4G34950	AT4G11600	0.9413497090275944
AT1G01060	AT3G02380	0.947392943420287
AT1G01060	AT1G32900	0.9721975270235661
AT1G01060	AT5G13170	0.9449502431384774
AT1G01060	AT3G09600	0.965784656059454
AT1G01060	AT1G07180	0.9482638213471515
AT1G01060	AT1G55960	0.9206457126258972
AT1G01060	AT1G10370	0.9651419992981337
AT1G01060	AT5G15850	0.9221081289519393
AT1G01060	AT4G31870	0.9680808865869206
AT1G01060	AT3G47420	0.9244203347625445
AT1G01060	AT3G17609	0.9066169646160037
AT1G01060	AT5G23730	0.9678366769101705
AT1G01060	AT2G31380	0.9143339145098118
AT1G01060	AT3G27170	0.9193581727751029
AT1G01060	AT4G08300	0.9402461274611589
AT1G01060	AT4G02850	0.9219678419712726
AT1G01060	AT5G24120	0.9505847886733039
AT1G01060	AT5G18670	0.9019119830333953
AT1G01060	AT3G01550	0.9411340181179276
AT1G01060	AT4G15430	0.971279335994003
AT1G01060	AT3G56290	0.908022301204716
AT1G01060	AT2G24540	0.9061518515729818
AT1G01060	AT3G01060	0.9556012305797862
AT1G01060	AT4G38960	0.9061208517502848
AT1G01060	AT3G51920	0.9039200046392298
AT1G01060	AT5G39660	0.9254531812821181
AT1G01060	AT3G24170	0.9309891294981117
AT1G01060	AT5G15600	0.9296608384054685
AT3G07650	AT2G25930	0.9087676162037498
AT3G07650	AT5G61380	0.9238811266616004
AT3G07650	AT5G48250	0.9166182072240725
AT3G07650	AT5G23660	0.906120138219915
AT3G07650	AT3G10410	0.9018484394011271
AT3G07650	AT2G29630	0.9255058389900525
AT3G07650	AT1G26665	0.9004337399107624
AT3G07650	AT5G62720	0.9139895328277076
AT3G07650	AT5G63420	0.9241422586457119
AT4G33980	AT2G21660	0.9249917150287723
AT4G33980	AT1G07050	0.9264669985814462
AT4G33980	AT4G04330	0.9198182845047466
AT4G33980	AT1G17665	0.9602183742580982
AT4G33980	AT1G11210	0.9386522880405446
AT4G33980	AT4G30650	0.9276745983667175
AT4G33980	AT4G16146	0.9676488888713843
AT4G33980	AT2G22450	0.9325428020267047
AT4G33980	AT4G30660	0.9002617830413897
AT4G33980	AT3G46970	0.9238749636567775
AT4G33980	AT2G42530	0.9221904603535281
AT4G33980	AT5G60100	0.9214937588952968
AT4G33980	AT2G28900	0.9038548411729637
AT4G33980	AT4G09020	0.9557547031672123
AT4G33980	AT4G26670	0.9115048165290639
AT4G33980	AT1G28050	0.9113568263092685
AT4G33980	AT4G01130	0.9069824385767069
AT4G33980	AT1G10760	0.9157258320521597
AT4G33980	AT3G47860	0.9178912556372889
AT4G33980	AT4G32340	0.9572502861066721
AT4G33980	AT5G26570	0.9554077069902446
AT4G33980	AT5G15960	0.9228224475948054
AT4G33980	AT5G61380	0.9622476113263585
AT4G33980	AT5G39410	0.9489429792025462
AT4G33980	AT2G25730	0.9055871708969886
AT4G33980	AT1G29395	0.9336810702740533
AT4G33980	AT5G23660	0.9407386579230993
AT4G33980	AT5G51570	0.9012018114096417
AT4G33980	AT3G05880	0.924997895488735
AT4G33980	AT3G10410	0.9569418309433925
AT4G33980	AT5G57110	0.9664374059719641
AT4G33980	AT3G52180	0.9093051498595013
AT4G33980	AT2G29630	0.9139646628669502
AT4G33980	AT4G18240	0.9197334361675061
AT4G33980	AT5G14550	0.9464123462833589
AT4G33980	AT5G11150	0.9201292576882975
AT4G33980	AT1G79440	0.9163975451833568
AT4G33980	AT4G33700	0.9195204360115935
AT4G33980	AT1G26665	0.9461792797793617
AT4G33980	AT5G62720	0.9019423514445294
AT4G33980	AT4G17140	0.9131172517188442
AT4G33980	AT1G48210	0.9409223409441648
AT4G33980	AT5G18540	0.9318437333626761
AT4G33980	AT1G49220	0.9158728580363358
AT4G33980	AT2G02100	0.9201632136042173
AT4G33980	AT3G58570	0.9101607755960268
AT4G33980	AT3G16180	0.9050411135140379
AT4G33980	AT1G53035	0.9127862340180519
AT4G33980	AT4G19390	0.9228423877015745
AT4G33980	AT1G06460	0.9145791529472157
AT4G33980	AT5G63420	0.9457089804675443
AT4G33980	AT2G19450	0.9164069804058868
AT4G33980	AT4G33490	0.9682871665692158
AT4G25200	AT1G59860	0.9467317402205414
AT4G25200	AT4G12400	0.9576966616770506
AT4G25200	AT5G51440	0.9261230314665868
AT4G25200	AT1G72660	0.9716795778699164
AT4G25200	AT5G48570	0.9580308099693801
AT4G25200	254414_at	0.9758688336256632
AT4G25200	AT5G64510	0.9110987845105333
AT4G25200	AT5G25450	0.9547172739542741
AT4G25200	AT2G32120	0.9534061752623135
AT4G25200	AT1G16030	0.9128859639680883
AT4G25200	AT1G17870	0.9719415722786944
AT4G25200	AT1G21550	0.9174967756036344
AT4G25200	AT3G20180	0.9301546770293538
AT4G25200	AT5G47830	0.9712133013632582
AT4G25200	AT4G29770	0.9537206413480862
AT4G25200	AT1G59980	0.9185352060570802
AT4G25200	AT3G07150	0.9024772921978164
AT4G25200	AT3G53230	0.9453392129002692
AT4G25200	AT1G01940	0.9536524034673213
AT4G25200	257239_at	0.9125545755683098
AT4G25200	AT4G23885	0.9160942688131873
AT4G25200	AT3G23990	0.9129265624503521
AT4G25200	AT3G03520	0.9212828350245857
AT4G25200	AT4G26780	0.9596130231044465
AT4G25200	AT5G58787	0.9334442600319032
AT4G25200	AT3G07770	0.9305290401190351
AT1G59860	AT1G74310	0.9456441445699426
AT1G59860	AT4G12400	0.9521968061926713
AT1G59860	AT5G51440	0.9546738333349791
AT1G59860	AT5G48570	0.9821438097611509
AT1G59860	AT5G52640	0.9463444051500534
AT1G59860	AT5G64510	0.9198862084771325
AT1G59860	AT1G54050	0.937799187102793
AT1G59860	AT5G25450	0.9413965459721493
AT1G59860	AT2G32120	0.9144813248863854
AT1G59860	AT1G17870	0.9062575950234664
AT1G59860	AT1G30070	0.9038152201577059
AT1G59860	AT2G19310	0.9145322400071452
AT1G59860	AT1G07350	0.9004100431682857
AT1G59860	AT5G47830	0.9558707419918177
AT1G59860	AT4G29770	0.9100111303179129
AT1G59860	AT5G09590	0.9049995713610713
AT1G59860	AT3G23990	0.9064356622147545
AT1G02820	AT5G54130	0.9147860389735463
AT1G02820	AT3G01550	0.9421449513462495
AT1G02820	AT3G01060	0.9051947536800962
AT1G02820	AT1G67330	0.9090872863440735
AT1G02820	AT3G51920	0.9073355543166013
AT1G73870	AT3G12320	0.9518374085501643
AT1G73870	AT2G46830	0.9430611745920459
AT1G73870	AT2G46790	0.956164080489851
AT1G73870	AT3G54500	0.9628952123299991
AT1G73870	AT5G06980	0.9589182064701715
AT1G73870	AT5G52570	0.9234909352373256
AT1G73870	AT1G16730	0.9041143567355054
AT1G73870	AT5G64170	0.9767084658952883
AT1G73870	AT1G62510	0.902284710571789
AT1G73870	AT3G27690	0.9093587110341864
AT1G73870	AT3G59060	0.93512991417888
AT1G73870	AT1G66100	0.9102187715547039
AT1G73870	AT5G57660	0.9009832205133614
AT1G73870	AT5G36910	0.9637127359673047
AT2G21660	AT4G04330	0.9721848054671751
AT2G21660	AT1G11210	0.9308029625839283
AT2G21660	AT5G24470	0.9523766633949263
AT2G21660	AT2G39920	0.9446575261475844
AT2G21660	AT4G16146	0.9757411965562306
AT2G21660	AT2G22450	0.9685609163216374
AT2G21660	AT4G30660	0.9427084458950105
AT2G21660	AT1G19370	0.9502941820373775
AT2G21660	AT3G46970	0.9376769354656157
AT2G21660	AT2G47890	0.9435182476494217
AT2G21660	AT5G06690	0.949817807086865
AT2G21660	AT4G09020	0.9643891093143613
AT2G21660	AT1G49230	0.9054127694625215
AT2G21660	AT1G49720	0.9520784604402877
AT2G21660	AT4G26670	0.9917801242762081
AT2G21660	AT1G28050	0.9539556368862286
AT2G21660	AT2G25930	0.9499767999907827
AT2G21660	AT4G01130	0.9810456174675444
AT2G21660	AT1G64890	0.9100857968554965
AT2G21660	AT1G10760	0.9725946745502931
AT2G21660	AT3G47860	0.9678216643190135
AT2G21660	AT5G64860	0.9673681519468632
AT2G21660	AT4G32340	0.9435039180030633
AT2G21660	AT5G26570	0.9246377655403031
AT2G21660	AT5G59570	0.911720236077953
AT2G21660	AT5G15960	0.9457770786253185
AT2G21660	AT5G61380	0.9390290583829192
AT2G21660	AT5G54960	0.922686792289257
AT2G21660	AT5G39410	0.9930497164807824
AT2G21660	AT5G44010	0.9105500799570934
AT2G21660	AT2G25730	0.9536617056210537
AT2G21660	AT2G28840	0.9673447133582193
AT2G21660	AT3G26740	0.9347064637696597
AT2G21660	AT5G23660	0.9211350927632874
AT2G21660	AT5G51570	0.9634058513710233
AT2G21660	AT4G39090	0.9461548341272946
AT2G21660	AT3G05880	0.9630262889542497
AT2G21660	AT3G50500	0.9139149993585337
AT2G21660	AT3G10410	0.945643900945109
AT2G21660	AT5G57110	0.9275348259500543
AT2G21660	AT5G27280	0.9585326287233
AT2G21660	AT2G45560	0.9463237975149386
AT2G21660	AT1G49650	0.9467900659396439
AT2G21660	AT2G29630	0.9671105337365737
AT2G21660	AT1G67660	0.9677822452427917
AT2G21660	AT5G14920	0.9090668598492377
AT2G21660	AT4G18520	0.9255277503373068
AT2G21660	AT4G18240	0.9280041632995284
AT2G21660	AT1G67970	0.9043999997035077
AT2G21660	AT2G17840	0.9850543767959401
AT2G21660	AT5G14550	0.9776062497857118
AT2G21660	AT5G02860	0.9697574002895338
AT2G21660	AT1G79440	0.9468841945062699
AT2G21660	AT4G33700	0.9207627440100021
AT2G21660	AT1G27630	0.9923328376432098
AT2G21660	AT1G26665	0.9204014567634425
AT2G21660	AT4G02370	0.956691472307793
AT2G21660	AT5G62720	0.9251643211453603
AT2G21660	AT5G63810	0.9002189727727414
AT2G21660	AT1G70820	0.9074604124064433
AT2G21660	AT3G50700	0.9007236082641383
AT2G21660	AT5G03240	0.9566059984786492
AT2G21660	AT1G51610	0.9253759079230269
AT2G21660	AT1G48210	0.9068664535046579
AT2G21660	AT5G18540	0.9410935396450242
AT2G21660	AT1G69830	0.925489917900763
AT2G21660	AT1G12710	0.9180451220539219
AT2G21660	AT3G14310	0.9559179773449663
AT2G21660	AT2G01170	0.9463633899666387
AT2G21660	AT2G39900	0.9140217058320944
AT2G21660	AT2G02100	0.9292605758176851
AT2G21660	AT3G58570	0.9646160307073773
AT2G21660	AT3G16180	0.9126998777460744
AT2G21660	AT3G01310	0.9450942139138565
AT2G21660	AT3G26580	0.9563397032009435
AT2G21660	AT1G12845	0.9008119438791697
AT2G21660	AT3G56720	0.9233363322588758
AT2G21660	AT4G05330	0.9287793569971422
AT2G21660	AT1G21680	0.9393490926038547
AT2G21660	AT4G11600	0.9209582553772719
AT2G21660	AT4G19390	0.9218942633761277
AT2G21660	AT1G06460	0.9378056285624603
AT2G21660	AT5G63420	0.963292064771546
AT2G21660	AT2G19450	0.9453945465502328
AT2G21660	AT4G33490	0.9751151050303909
AT2G21660	AT4G14230	0.9304041128704306
AT2G21660	AT5G27930	0.9098197732007163
AT3G12320	AT2G46830	0.9595994460610597
AT3G12320	AT3G54500	0.9474645028754571
AT3G12320	AT5G06980	0.9661891464334738
AT3G12320	AT5G52570	0.9283036894785307
AT3G12320	AT1G07180	0.902191138536312
AT3G12320	AT5G64170	0.9319785820721148
AT3G12320	AT5G04190	0.9008105553926157
AT3G12320	AT3G27690	0.9193922136634018
AT3G12320	AT3G59060	0.9172833410543099
AT3G12320	AT1G66100	0.9080251192476838
AT3G12320	AT5G36910	0.9363981062041112
AT1G07050	AT1G17665	0.9179999455831582
AT1G07050	AT2G23910	0.9152283213576933
AT1G07050	AT4G30650	0.9246948613846372
